model_name,doi,overall_precision,overall_recall,overall_f1,num_target_items,num_extracted_items,num_matched_items,num_target_materials,num_extracted_materials,num_matched_materials,avg_process_edit_distance,input_tokens,output_tokens,cost_usd,elapsed_seconds,avg_paper_time,max_paper_time,avg_attempts,num_hallucinated,num_total_numbers,hallucination_rate,value_precision,value_recall,value_f1,measurement_precision,measurement_recall,measurement_f1,config_precision,config_recall,config_f1,process_precision,process_recall,process_f1,material_precision,material_recall,material_f1
claude-haiku-4-5,doi_10_3390__e21010015,0.8137,0.9352,0.8623,68,80,59.33,6,6,6,2.0000,21943,5968,0.051783,,,,1.00,0,223,0.0000,0.7875,0.8976,0.8389,0.7417,0.8725,0.8018,1.0000,0.9091,0.9524,0.6000,1.0000,0.7500,1.0000,1.0000,1.0000
claude-haiku-4-5,doi_10_3390__e21020114,0.7062,0.7301,0.7149,98,104,56.40,7,7,7,0.0000,49857,10626,0.102987,,,,2.00,0,202,0.0000,0.5474,0.5244,0.5357,0.5423,0.5755,0.5584,0.5500,0.7857,0.6471,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-haiku-4-5,doi_10_3390__e21020122,0.6224,0.7258,0.6689,31,32,24.75,8,8,8,1.0000,29641,4560,0.052441,,,,2.00,0,88,0.0000,0.7047,0.8516,0.7712,0.7734,0.7984,0.7857,0.0000,0.0000,0.0000,0.6000,0.7500,0.6667,1.0000,1.0000,1.0000
claude-haiku-4-5,doi_10_3390__e21020169,0.6475,0.5552,0.5953,63,66,23.33,7,6,6,2.3333,78177,18445,0.170402,,,,3.00,0,222,0.0000,0.4641,0.4569,0.4604,0.3535,0.3704,0.3618,0.5000,0.3333,0.4000,0.9524,0.7407,0.8333,1.0000,0.8571,0.9231
claude-haiku-4-5,doi_10_3390__e21030288,0.4293,0.4302,0.4298,43,60,7.00,5,5,5,0.0000,86013,13934,0.155683,,,,3.00,0,128,0.0000,0.1585,0.1605,0.1595,0.1167,0.1628,0.1359,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-haiku-4-5,doi_10_3390__e21050448,0.2726,0.5280,0.3524,20,50,4.25,5,10,5,1.8000,57034,12757,0.120819,,,,3.00,0,136,0.0000,0.1186,0.3059,0.1710,0.0850,0.2125,0.1214,0.0526,0.2500,0.0870,0.6522,0.9375,0.7692,0.5000,1.0000,0.6667
claude-haiku-4-5,doi_10_3390__ma12071136,0.7211,0.6212,0.6631,53,31,18.75,5,5,5,0.0000,54329,7324,0.090949,,,,2.00,0,62,0.0000,0.6893,0.4950,0.5762,0.6048,0.3538,0.4464,0.1765,0.1579,0.1667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-haiku-4-5,doi_10_3390__met10111466,0.5760,0.6074,0.5878,39,43,12.00,7,6,6,1.3333,39668,9299,0.086163,,,,2.00,0,89,0.0000,0.5352,0.6537,0.5886,0.2791,0.3077,0.2927,0.0000,0.0000,0.0000,0.7917,0.7600,0.7755,1.0000,0.8571,0.9231
claude-haiku-4-5,doi_10_3390__met9030351,0.6509,0.7728,0.6876,14,21,7.55,4,3,3,0.0000,74062,8623,0.117177,,,,4.00,0,54,0.0000,0.5517,0.7706,0.6430,0.3595,0.5393,0.4314,0.1667,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,0.7500,0.8571
claude-haiku-4-5,OVERALL,0.6149,0.6722,0.6417,674,825,379.00,101,108,96,0.9792,972309,165639,1.800504,0.0,0.0,0.0,2.26,0,2021,0.0000,0.5178,0.5974,0.5548,0.4594,0.5623,0.5057,0.3462,0.4045,0.3731,0.8537,0.8515,0.8526,0.8889,0.9505,0.9187
gpt-5-mini-medium,doi_10_1016__j_proeng_2012_03_043,0.8052,0.9345,0.8556,12,16,10.67,4,4,4,0.0000,9863,4523,0.057559,,,,1.00,0,39,0.0000,0.7604,0.8690,0.8111,0.6667,0.8889,0.7619,0.5000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_1038__ncomms10602,0.6007,0.7432,0.6575,19,32,16.33,1,1,1,1.0000,16657,7405,0.094871,,,,1.00,0,56,0.0000,0.5586,0.8435,0.6721,0.5104,0.8596,0.6405,0.0000,0.0000,0.0000,0.8571,0.8571,0.8571,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_1038__s41467_019_08460_2,0.4842,0.4741,0.4753,18,41,7.40,5,6,5,2.6000,33985,8979,0.132271,,,,2.00,0,73,0.0000,0.4625,0.3700,0.4111,0.1805,0.4111,0.2508,0.0000,0.0000,0.0000,0.6400,0.6957,0.6667,0.8333,1.0000,0.9091
gpt-5-mini-medium,doi_10_1038__s41467_019_10533_1,0.7042,0.6066,0.6468,18,23,8.30,7,7,7,1.0000,17662,5142,0.073497,,,,1.00,0,58,0.0000,0.4083,0.4133,0.4108,0.3609,0.4611,0.4049,1.0000,0.6667,0.8000,1.0000,0.7500,0.8571,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_1038__s41598_017_16509_9,0.6645,0.6903,0.6770,16,21,8.12,3,3,3,1.0000,12900,6559,0.081715,,,,1.00,0,48,0.0000,0.6812,0.7328,0.7061,0.3865,0.5073,0.4387,0.0000,0.0000,0.0000,0.8696,0.8696,0.8696,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_1038__s41598_019_43329_w,0.7707,0.7188,0.7263,44,39,33.50,5,5,5,1.0000,44703,8699,0.142869,,,,2.00,0,103,0.0000,0.6629,0.6119,0.6364,0.8590,0.7614,0.8072,0.9286,0.4194,0.5778,0.7500,1.0000,0.8571,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_1155__2019__2157592,0.7018,0.8537,0.7401,18,27,15.00,12,10,10,0.4000,25467,10187,0.133704,,,,2.00,0,79,0.0000,0.6953,0.8241,0.7542,0.5556,0.8333,0.6667,0.2500,1.0000,0.4000,0.8333,0.8333,0.8333,1.0000,0.8333,0.9091
gpt-5-mini-medium,doi_10_3390__coatings9010016,0.4602,0.4715,0.4640,43,34,10.00,3,3,3,2.3333,50222,14663,0.209407,,,,3.00,0,95,0.0000,0.3120,0.3679,0.3377,0.2941,0.2326,0.2597,0.2500,0.2500,0.2500,0.5833,0.5000,0.5385,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_3390__e16020870,0.8313,0.8382,0.8347,47,58,33.20,6,6,6,0.0000,15012,6478,0.083545,,,,1.00,0,160,0.0000,0.6626,0.6764,0.6694,0.5724,0.7064,0.6324,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_3390__e18050189,0.9592,0.8572,0.9018,10,9,6.47,1,1,1,0.0000,17762,3761,0.059812,,,,1.00,0,22,0.0000,0.9185,0.7144,0.8036,0.7185,0.6467,0.6807,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_3390__e21010015,0.8637,0.8591,0.8614,68,77,50.50,6,6,6,0.0000,39841,12713,0.176931,,,,2.00,0,198,0.0000,0.7275,0.7182,0.7228,0.6558,0.7426,0.6966,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_3390__e21020114,0.6619,0.6691,0.6654,98,101,52.70,7,7,7,0.0000,65669,16167,0.243756,,,,3.00,0,201,0.0000,0.4437,0.4454,0.4446,0.5218,0.5378,0.5296,0.6000,0.6429,0.6207,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_3390__e21020122,0.6232,0.5669,0.5822,31,18,14.00,8,5,5,1.0000,23488,5809,0.087450,,,,2.00,0,55,0.0000,0.6892,0.5862,0.6335,0.7778,0.4516,0.5714,0.0000,0.0000,0.0000,0.6429,0.9000,0.7500,1.0000,0.6250,0.7692
gpt-5-mini-medium,doi_10_3390__e21020169,0.5979,0.6507,0.6223,63,48,19.75,7,7,7,4.2857,135782,36042,0.530147,,,,5.00,0,197,0.0000,0.5295,0.5586,0.5437,0.4115,0.3135,0.3559,0.2857,0.3333,0.3077,0.7013,0.8571,0.7714,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_3390__e21030288,0.5272,0.5151,0.5209,43,37,9.50,5,5,5,0.0000,269415,40980,0.746569,,,,9.00,0,118,0.0000,0.3543,0.3302,0.3419,0.2568,0.2209,0.2375,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_3390__e21050448,0.5864,0.7572,0.6539,20,22,12.00,5,6,5,0.4000,60061,17156,0.246636,,,,4.00,0,66,0.0000,0.5455,0.7895,0.6452,0.5455,0.6000,0.5714,0.0909,0.2500,0.1333,0.8750,0.8750,0.8750,0.8333,1.0000,0.9091
gpt-5-mini-medium,doi_10_3390__ma12071136,0.6511,0.6986,0.6721,53,56,28.00,5,5,5,1.0000,102143,19966,0.327339,,,,4.00,0,114,0.0000,0.5278,0.6376,0.5775,0.5000,0.5283,0.5138,0.4706,0.4211,0.4444,0.8333,0.8333,0.8333,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_3390__met10111466,0.4954,0.4045,0.4131,39,24,2.00,7,2,2,2.0000,31323,10018,0.139334,,,,2.00,0,48,0.0000,0.4051,0.3232,0.3596,0.0833,0.0513,0.0635,0.0000,0.0000,0.0000,0.7143,1.0000,0.8333,1.0000,0.2857,0.4444
gpt-5-mini-medium,doi_10_3390__met9030351,0.6446,0.7027,0.6710,14,19,7.55,4,4,4,0.0000,62052,15526,0.232825,,,,4.00,0,48,0.0000,0.5892,0.7053,0.6421,0.3974,0.5393,0.4576,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-mini-medium,OVERALL,0.6591,0.6605,0.6592,674,702,344.98,101,93,91,0.9451,1034007,250773,3.800239,0.0,0.0,0.0,2.63,0,1778,0.0000,0.5559,0.5761,0.5658,0.4914,0.5118,0.5014,0.4568,0.4157,0.4353,0.8295,0.8747,0.8515,0.9785,0.9010,0.9381
gemini-3-flash,doi_10_1016__j_proeng_2012_03_043,0.7431,0.8226,0.7787,12,21,7.33,4,4,4,1.0000,10553,7338,0.027290,,,,1.00,0,35,0.0000,0.6612,0.7202,0.6895,0.3492,0.6111,0.4444,0.7500,0.7500,0.7500,0.7500,1.0000,0.8571,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1038__ncomms10602,0.6449,0.7789,0.7033,19,23,16.83,1,1,1,2.0000,37676,22420,0.086098,,,,2.00,0,46,0.0000,0.6897,0.9150,0.7865,0.7319,0.8860,0.8016,0.0000,0.0000,0.0000,0.7500,0.8571,0.8000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1038__s41467_019_08460_2,0.7825,0.6104,0.6719,18,24,9.25,5,5,5,0.8000,16693,6973,0.029265,,,,1.00,0,63,0.0000,0.6250,0.5104,0.5619,0.3854,0.5139,0.4405,0.8000,0.2667,0.4000,1.0000,0.8261,0.9048,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1038__s41467_019_10533_1,0.8518,0.7967,0.8199,18,22,16.00,7,7,7,1.0000,18769,9002,0.036390,,,,1.00,0,63,0.0000,0.8235,0.8434,0.8333,0.7273,0.8889,0.8000,0.6000,0.5000,0.5455,1.0000,0.7500,0.8571,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1038__s41598_017_16509_9,0.6360,0.5560,0.5822,16,25,9.37,3,3,3,4.0000,13780,9326,0.034868,,,,1.00,0,40,0.0000,0.5054,0.5207,0.5129,0.3747,0.5854,0.4569,0.3333,0.3333,0.3333,0.9167,0.4783,0.6286,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1038__s41598_019_43329_w,0.7573,0.8390,0.7936,44,39,32.25,5,5,5,1.0000,77821,28356,0.123979,,,,3.00,0,108,0.0000,0.6447,0.7168,0.6788,0.8269,0.7330,0.7771,0.9000,0.8710,0.8852,0.7500,1.0000,0.8571,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1155__2019__2157592,0.7875,0.9369,0.8540,18,30,16.00,12,12,12,0.6667,12271,12535,0.043741,,,,1.00,0,108,0.0000,0.7500,0.9310,0.8308,0.5333,0.8889,0.6667,0.7500,1.0000,0.8571,0.7500,0.8571,0.8000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__coatings9010016,0.6460,0.5801,0.5876,43,27,14.00,3,5,3,2.0000,54483,34211,0.129875,,,,3.00,0,89,0.0000,0.5619,0.5566,0.5592,0.5185,0.3256,0.4000,0.5000,0.2500,0.3333,1.0000,0.5714,0.7273,0.6000,1.0000,0.7500
gemini-3-flash,doi_10_3390__e16020870,0.9746,0.9696,0.9721,47,51,44.40,6,6,6,0.0000,35298,20399,0.078846,,,,2.00,0,153,0.0000,0.9492,0.9393,0.9442,0.8706,0.9447,0.9061,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e18050189,0.8905,0.9836,0.9269,10,10,9.82,1,1,1,2.0000,18918,7100,0.030759,,,,1.00,0,29,0.0000,0.9410,0.9671,0.9539,0.9817,0.9817,0.9817,1.0000,1.0000,1.0000,0.6000,1.0000,0.7500,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21010015,0.9162,0.9625,0.9370,68,85,64.50,6,6,6,0.0000,19381,9605,0.038505,,,,1.00,0,236,0.0000,0.8324,0.9523,0.8883,0.7588,0.9485,0.8431,1.0000,0.9091,0.9524,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21020114,0.7802,0.7534,0.7664,98,97,57.40,7,7,7,0.0000,68752,19364,0.092468,,,,3.00,0,194,0.0000,0.5603,0.5282,0.5438,0.5918,0.5857,0.5887,1.0000,0.9286,0.9630,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21020122,0.8104,0.8344,0.8221,31,31,27.00,8,8,8,0.0000,25422,14404,0.055923,,,,2.00,0,81,0.0000,0.9208,0.9688,0.9442,0.8710,0.8710,0.8710,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21020169,0.7474,0.6618,0.6940,63,61,41.00,7,7,7,4.4286,17402,14982,0.053647,,,,1.00,0,222,0.0000,0.6813,0.6538,0.6673,0.6721,0.6508,0.6613,0.5263,0.5556,0.5405,0.8889,0.5079,0.6465,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21030288,0.4943,0.4997,0.4970,43,53,9.50,5,5,5,0.0000,73410,27813,0.120144,,,,3.00,0,139,0.0000,0.2887,0.2994,0.2939,0.1792,0.2209,0.1979,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21050448,0.6883,0.8648,0.7596,20,35,13.75,5,5,5,0.4000,64694,22650,0.100297,,,,4.00,0,72,0.0000,0.6486,0.9046,0.7555,0.3929,0.6875,0.5000,0.2500,0.5000,0.3333,0.8824,0.9375,0.9091,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__ma12071136,0.8381,0.8743,0.8542,53,58,36.95,5,5,5,0.0000,77707,20272,0.099669,,,,3.00,0,128,0.0000,0.7115,0.8117,0.7583,0.6371,0.6972,0.6658,0.8824,0.7895,0.8333,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__met10111466,0.7145,0.6936,0.6986,39,31,21.00,7,5,5,2.0000,76972,24328,0.111470,,,,4.00,0,85,0.0000,0.6957,0.7080,0.7018,0.6774,0.5385,0.6000,0.5000,0.4167,0.4545,0.7083,0.8500,0.7727,1.0000,0.7143,0.8333
gemini-3-flash,doi_10_3390__met9030351,0.7201,0.7374,0.7131,14,21,8.55,4,4,4,1.5000,28737,12604,0.052180,,,,2.00,0,53,0.0000,0.6651,0.7659,0.7120,0.4071,0.6107,0.4886,0.2500,0.5000,0.3333,1.0000,0.6471,0.7857,1.0000,1.0000,1.0000
gemini-3-flash,OVERALL,0.7742,0.7657,0.7691,674,744,454.90,101,101,99,1.0000,748739,323682,1.345416,0.0,0.0,0.0,2.05,0,1944,0.0000,0.6880,0.7244,0.7057,0.6114,0.6749,0.6416,0.6890,0.6348,0.6608,0.8991,0.8062,0.8501,0.9802,0.9802,0.9802
claude-opus-4-6,doi_10_1016__j_proeng_2012_03_043,0.9315,0.9315,0.9315,12,16,10.33,4,4,4,0.0000,40674,4437,0.314295,,,,3.00,0,35,0.0000,0.8631,0.8631,0.8631,0.6458,0.8611,0.7381,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1038__ncomms10602,0.7566,0.7981,0.7764,19,22,16.92,1,1,1,0.0000,20217,2114,0.153935,,,,1.00,0,47,0.0000,0.8133,0.8963,0.8528,0.7689,0.8904,0.8252,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1038__s41467_019_08460_2,0.9110,0.6052,0.7050,18,13,7.00,5,5,5,0.8000,18951,2016,0.145155,,,,1.00,0,41,0.0000,0.8219,0.5000,0.6218,0.5385,0.3889,0.4516,1.0000,0.2667,0.4211,1.0000,0.8261,0.9048,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1038__s41467_019_10533_1,0.9057,0.8337,0.8644,18,18,18.00,7,7,7,2.0000,21221,1544,0.144705,,,,1.00,0,53,0.0000,0.9114,0.8675,0.8889,1.0000,1.0000,1.0000,1.0000,0.6667,0.8000,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1038__s41598_017_16509_9,0.6835,0.7184,0.6995,16,20,7.62,3,3,3,1.3333,15729,2083,0.130720,,,,1.00,0,38,0.0000,0.6216,0.7063,0.6612,0.3808,0.4760,0.4231,0.3333,0.3333,0.3333,0.8636,0.8261,0.8444,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1038__s41598_019_43329_w,0.7175,0.6070,0.6525,44,35,28.50,5,5,5,0.0000,26613,3396,0.217965,,,,1.00,0,105,0.0000,0.7350,0.5140,0.6049,0.8143,0.6477,0.7215,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1155__2019__2157592,0.8099,0.9849,0.8833,18,27,16.50,12,12,12,1.3333,31550,6655,0.324125,,,,2.00,0,97,0.0000,0.7653,0.9698,0.8555,0.6111,0.9167,0.7333,1.0000,1.0000,1.0000,0.6364,1.0000,0.7778,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__coatings9010016,0.4423,0.3116,0.3633,43,19,4.00,3,2,2,3.0000,17944,2226,0.145370,,,,1.00,0,65,0.0000,0.2346,0.1881,0.2088,0.2105,0.0930,0.1290,0.5000,0.2500,0.3333,0.5000,0.4000,0.4444,1.0000,0.6667,0.8000
claude-opus-4-6,doi_10_3390__e16020870,0.9746,0.9298,0.9511,47,47,43.20,6,6,6,0.0000,18033,3085,0.167290,,,,1.00,0,138,0.0000,0.9491,0.8597,0.9022,0.9191,0.9191,0.9191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e18050189,0.8210,0.7764,0.7970,10,9,4.90,1,1,1,0.0000,21390,1026,0.132600,,,,1.00,0,25,0.0000,0.6419,0.5528,0.5940,0.5444,0.4900,0.5158,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e21010015,0.9731,0.8584,0.9101,68,63,59.50,6,5,5,0.0000,21943,3990,0.209465,,,,1.00,0,181,0.0000,0.9462,0.8487,0.8948,0.9444,0.8750,0.9084,1.0000,0.7273,0.8421,1.0000,1.0000,1.0000,1.0000,0.8333,0.9091
claude-opus-4-6,doi_10_3390__e21020114,0.7352,0.7753,0.7542,98,98,53.50,7,7,7,0.0000,84366,17181,0.851355,,,,3.00,0,228,0.0000,0.5079,0.5506,0.5284,0.5459,0.5459,0.5459,0.8750,1.0000,0.9333,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e21020122,0.6236,0.5554,0.5755,31,15,12.00,8,5,5,1.0000,13658,1416,0.103690,,,,1.00,0,52,0.0000,0.6901,0.5632,0.6203,0.8000,0.3871,0.5217,0.0000,0.0000,0.0000,0.6429,0.9000,0.7500,1.0000,0.6250,0.7692
claude-opus-4-6,doi_10_3390__e21020169,0.8046,0.8129,0.8071,63,61,44.00,7,7,7,1.4286,19913,8291,0.306840,,,,1.00,0,224,0.0000,0.7669,0.7894,0.7780,0.7213,0.6984,0.7097,0.5455,0.6667,0.6000,0.9464,0.8413,0.8908,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e21030288,0.5361,0.5593,0.5462,43,49,13.40,5,5,5,0.0000,52906,9436,0.500430,,,,2.00,0,138,0.0000,0.3545,0.3852,0.3692,0.2735,0.3116,0.2913,0.0588,0.1111,0.0769,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e21050448,0.4372,0.8375,0.5741,20,25,11.20,5,10,5,2.4000,33622,6954,0.341960,,,,2.00,0,116,0.0000,0.4208,0.8250,0.5573,0.4480,0.5600,0.4978,0.2500,0.5000,0.3333,0.5714,1.0000,0.7273,0.5000,1.0000,0.6667
claude-opus-4-6,doi_10_3390__ma12071136,0.8587,0.7334,0.7834,53,50,46.00,5,5,5,4.0000,87896,12094,0.741830,,,,3.00,0,108,0.0000,0.8507,0.7651,0.8057,0.9200,0.8679,0.8932,1.0000,0.8947,0.9444,0.6667,0.3333,0.4444,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__met10111466,0.7250,0.5035,0.5871,39,17,8.00,7,3,3,0.6667,17492,2798,0.157410,,,,1.00,0,47,0.0000,0.6000,0.4200,0.4941,0.4706,0.2051,0.2857,0.5000,0.4167,0.4545,1.0000,0.8333,0.9091,1.0000,0.4286,0.6000
claude-opus-4-6,doi_10_3390__met9030351,0.6799,0.6512,0.6392,14,15,8.30,4,3,3,2.0000,32831,4127,0.267330,,,,2.00,0,44,0.0000,0.6099,0.6873,0.6463,0.5533,0.5929,0.5724,0.1667,0.5000,0.2500,1.0000,0.6000,0.7500,1.0000,0.7500,0.8571
claude-opus-4-6,OVERALL,0.7511,0.7159,0.7324,674,619,412.87,101,96,91,1.0879,596949,94869,5.356470,0.0,0.0,0.0,1.53,0,1782,0.0000,0.6875,0.6724,0.6799,0.6670,0.6126,0.6386,0.6389,0.5169,0.5714,0.8468,0.8352,0.8409,0.9479,0.9010,0.9239
gpt-5-2-high,doi_10_1016__j_proeng_2012_03_043,0.7521,0.8042,0.7764,12,16,10.67,4,4,4,0.0000,9863,8738,0.099709,,,,1.00,0,39,0.0000,0.7292,0.8333,0.7778,0.6667,0.8889,0.7619,0.2500,0.2500,0.2500,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_1038__ncomms10602,0.6377,0.7786,0.6943,19,30,15.00,1,1,1,0.0000,16657,20620,0.227021,,,,1.00,0,63,0.0000,0.5753,0.8571,0.6885,0.5000,0.7895,0.6122,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_1038__s41467_019_08460_2,0.7026,0.7028,0.6847,18,24,10.57,5,6,5,1.6000,15837,17460,0.194396,,,,1.00,0,68,0.0000,0.6585,0.6256,0.6416,0.4403,0.5870,0.5032,0.6667,0.2667,0.3810,0.7419,1.0000,0.8519,0.8333,1.0000,0.9091
