model_name,doi,overall_precision,overall_recall,overall_f1,num_target_items,num_extracted_items,num_matched_items,num_target_materials,num_extracted_materials,num_matched_materials,avg_process_edit_distance,input_tokens,output_tokens,cost_usd,elapsed_seconds,avg_paper_time,max_paper_time,avg_attempts,num_hallucinated,num_total_numbers,hallucination_rate,value_precision,value_recall,value_f1,measurement_precision,measurement_recall,measurement_f1,config_precision,config_recall,config_f1,process_precision,process_recall,process_f1,material_precision,material_recall,material_f1
claude-haiku-4-5,doi_10_3390__e21010015,0.7357,0.8462,0.7792,68,80,47.33,6,6,6,2.0000,21950,6029,0.052095,,,,1.00,0,223,0.0000,0.6314,0.7196,0.6726,0.5917,0.6961,0.6396,1.0000,0.9091,0.9524,0.6000,1.0000,0.7500,1.0000,1.0000,1.0000
claude-haiku-4-5,doi_10_3390__e21020114,0.7272,0.5516,0.6115,98,58,39.40,7,7,7,0.0000,48844,8518,0.091434,,,,2.00,0,94,0.0000,0.7045,0.3603,0.4768,0.6793,0.4020,0.5051,0.1667,0.1429,0.1538,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-haiku-4-5,doi_10_3390__e21020122,0.6400,0.6893,0.6628,31,24,22.75,8,8,8,1.0000,29461,4172,0.050321,,,,2.00,0,76,0.0000,0.7401,0.7786,0.7589,0.9479,0.7339,0.8273,0.0000,0.0000,0.0000,0.6000,0.7500,0.6667,1.0000,1.0000,1.0000
claude-haiku-4-5,doi_10_3390__e21020169,0.6455,0.7098,0.6724,63,80,31.33,7,7,7,3.4286,48458,17438,0.135648,,,,2.00,0,281,0.0000,0.4909,0.6276,0.5509,0.3917,0.4974,0.4382,0.5714,0.6667,0.6154,0.8214,0.7302,0.7731,1.0000,1.0000,1.0000
claude-haiku-4-5,doi_10_3390__e21030288,0.5823,0.5833,0.5828,43,53,11.00,5,5,5,0.0000,124711,19114,0.220281,,,,4.00,0,128,0.0000,0.3313,0.3333,0.3323,0.2075,0.2558,0.2292,0.4444,0.4444,0.4444,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-haiku-4-5,doi_10_3390__e21050448,0.3011,0.6651,0.4101,20,42,9.00,5,10,5,2.8000,115154,20475,0.217529,,,,5.00,0,131,0.0000,0.2371,0.6053,0.3407,0.2143,0.4500,0.2903,0.0500,0.2500,0.0833,0.5000,0.8750,0.6364,0.5000,1.0000,0.6667
claude-haiku-4-5,doi_10_3390__ma12071136,0.6855,0.5159,0.5817,53,34,23.00,5,5,5,4.0000,84899,9440,0.132099,,,,3.00,0,72,0.0000,0.6355,0.4564,0.5313,0.6765,0.4340,0.5287,0.5625,0.4737,0.5143,0.6667,0.3333,0.4444,1.0000,1.0000,1.0000
claude-haiku-4-5,doi_10_3390__met10111466,0.5519,0.5090,0.5120,39,46,9.00,7,3,3,2.0000,66911,14257,0.138196,,,,3.00,0,72,0.0000,0.4576,0.4865,0.4716,0.1957,0.2308,0.2118,0.1538,0.1667,0.1600,0.7500,0.8824,0.8108,1.0000,0.4286,0.6000
claude-haiku-4-5,doi_10_3390__met9030351,0.4174,0.5001,0.4375,14,28,5.50,4,3,3,2.0000,33020,5071,0.058375,,,,2.00,0,78,0.0000,0.2682,0.5086,0.3512,0.1964,0.3929,0.2619,0.0000,0.0000,0.0000,0.6667,0.6667,0.6667,1.0000,0.7500,0.8571
claude-haiku-4-5,OVERALL,0.5666,0.6278,0.5953,674,809,335.95,101,105,95,1.5789,1833772,275603,3.211787,0.0,0.0,0.0,3.47,0,2024,0.0000,0.4634,0.5397,0.4986,0.4153,0.4984,0.4531,0.3367,0.3708,0.3529,0.7433,0.8064,0.7735,0.9048,0.9406,0.9223
claude-opus-4-6,doi_10_1016__j_proeng_2012_03_043,0.9465,0.8827,0.9122,12,16,10.87,4,4,4,0.0000,25302,2508,0.189210,,,,2.00,0,27,0.0000,0.8931,0.7655,0.8244,0.6792,0.9056,0.7762,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1038__ncomms10602,0.4527,0.6561,0.5189,19,30,10.00,1,3,1,0.0000,20224,3188,0.180820,,,,1.00,0,69,0.0000,0.4054,0.6122,0.4878,0.3333,0.5263,0.4082,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.3333,1.0000,0.5000
claude-opus-4-6,doi_10_1038__s41467_019_08460_2,0.8173,0.6094,0.6686,18,13,8.00,5,5,5,2.4000,18958,2003,0.144865,,,,1.00,0,41,0.0000,0.7531,0.5083,0.6070,0.6154,0.4444,0.5161,1.0000,0.2667,0.4211,0.7037,0.8261,0.7600,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1038__s41467_019_10533_1,1.0000,0.8398,0.9094,18,18,18.00,7,7,7,1.0000,44285,3342,0.304975,,,,2.00,0,53,0.0000,1.0000,0.8795,0.9359,1.0000,1.0000,1.0000,1.0000,0.6667,0.8000,1.0000,0.7500,0.8571,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1038__s41598_017_16509_9,0.7444,0.7737,0.7580,16,19,10.62,3,3,3,1.3333,15736,2009,0.128905,,,,1.00,0,37,0.0000,0.6934,0.7669,0.7283,0.5588,0.6635,0.6067,0.5000,0.5000,0.5000,0.8636,0.8261,0.8444,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1038__s41598_019_43329_w,0.7175,0.6070,0.6525,44,35,28.50,5,5,5,0.0000,56906,7224,0.465130,,,,2.00,0,105,0.0000,0.7350,0.5140,0.6049,0.8143,0.6477,0.7215,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1155__2019__2157592,0.8078,0.9328,0.8599,18,25,15.75,12,11,11,1.2727,30984,5701,0.297445,,,,2.00,0,89,0.0000,0.7557,0.8906,0.8176,0.6300,0.8750,0.7326,1.0000,1.0000,1.0000,0.6500,1.0000,0.7879,1.0000,0.9167,0.9565
claude-opus-4-6,doi_10_3390__coatings9010016,0.4544,0.3864,0.4049,43,17,4.00,3,2,2,3.5000,17951,2202,0.144805,,,,1.00,0,63,0.0000,0.2588,0.2178,0.2366,0.2353,0.0930,0.1333,0.5000,0.2500,0.3333,0.5000,0.7000,0.5833,1.0000,0.6667,0.8000
claude-opus-4-6,doi_10_3390__e16020870,0.9160,0.9298,0.9219,47,47,43.20,6,6,6,0.0000,18040,3360,0.174200,,,,1.00,0,138,0.0000,0.8781,0.8597,0.8688,0.9191,0.9191,0.9191,0.8462,1.0000,0.9167,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e18050189,0.8414,0.8319,0.8366,10,10,5.90,1,1,1,0.0000,21397,1132,0.135285,,,,1.00,0,29,0.0000,0.6829,0.6639,0.6732,0.5900,0.5900,0.5900,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e21010015,0.9827,0.8828,0.9290,68,63,60.50,6,5,5,0.0000,21950,4954,0.233600,,,,1.00,0,181,0.0000,0.9655,0.8702,0.9153,0.9603,0.8897,0.9237,1.0000,0.8182,0.9000,1.0000,1.0000,1.0000,1.0000,0.8333,0.9091
claude-opus-4-6,doi_10_3390__e21020114,0.7212,0.7063,0.7135,98,97,47.70,7,7,7,0.0000,81554,14324,0.765870,,,,3.00,0,194,0.0000,0.4424,0.4340,0.4382,0.4918,0.4867,0.4892,1.0000,0.9286,0.9630,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e21020122,0.6112,0.5490,0.5666,31,15,10.90,8,5,5,1.0000,13665,1641,0.109350,,,,1.00,0,53,0.0000,0.6653,0.5506,0.6025,0.7267,0.3516,0.4739,0.0000,0.0000,0.0000,0.6429,0.9000,0.7500,1.0000,0.6250,0.7692
claude-opus-4-6,doi_10_3390__e21020169,0.7654,0.6987,0.7186,63,62,44.00,7,7,7,4.4286,46587,13034,0.558785,,,,2.00,0,225,0.0000,0.7151,0.6941,0.7045,0.7097,0.6984,0.7040,0.5000,0.6667,0.5714,0.9143,0.5079,0.6531,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e21030288,0.7182,0.6574,0.6850,43,36,15.00,5,5,5,0.0000,51525,7184,0.437225,,,,2.00,0,111,0.0000,0.5865,0.4815,0.5288,0.4167,0.3488,0.3797,0.5000,0.4444,0.4706,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e21050448,0.3856,0.8625,0.5208,20,50,13.40,5,10,5,1.8000,14830,5053,0.200475,,,,1.00,0,156,0.0000,0.3288,0.9000,0.4817,0.2680,0.6700,0.3829,0.1053,0.5000,0.1739,0.6522,0.9375,0.7692,0.5000,1.0000,0.6667
claude-opus-4-6,doi_10_3390__ma12071136,0.9436,0.7802,0.8434,53,50,46.00,5,5,5,3.0000,88104,12255,0.746895,,,,3.00,0,108,0.0000,0.8872,0.7919,0.8369,0.9200,0.8679,0.8932,1.0000,0.8947,0.9444,1.0000,0.5000,0.6667,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__met10111466,0.7250,0.7363,0.7046,39,18,16.00,7,7,7,2.1429,17499,2678,0.154445,,,,1.00,0,94,0.0000,0.7333,0.7920,0.7615,0.8889,0.4103,0.5614,0.5000,0.0833,0.1429,0.6667,0.8889,0.7619,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__met9030351,0.7258,0.6512,0.6695,14,16,8.30,4,3,3,2.0000,32672,3901,0.260885,,,,2.00,0,42,0.0000,0.6766,0.6873,0.6819,0.5188,0.5929,0.5533,0.2500,0.5000,0.3333,1.0000,0.6000,0.7500,1.0000,0.7500,0.8571
claude-opus-4-6,OVERALL,0.7422,0.7128,0.7263,674,637,416.63,101,101,94,1.3298,638169,97693,5.633170,0.0,0.0,0.0,1.58,0,1815,0.0000,0.6771,0.6709,0.6740,0.6541,0.6182,0.6356,0.6479,0.5169,0.5750,0.8343,0.8011,0.8173,0.9307,0.9307,0.9307
gemini-3-flash,doi_10_1016__j_proeng_2012_03_043,0.9389,0.9702,0.9540,12,16,10.67,4,4,4,0.0000,10560,7705,0.028395,,,,1.00,0,35,0.0000,0.8778,0.9405,0.9080,0.6667,0.8889,0.7619,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1038__ncomms10602,0.7000,0.7786,0.7353,19,23,15.00,1,1,1,0.0000,17756,14135,0.051283,,,,1.00,0,46,0.0000,0.7000,0.8571,0.7706,0.6522,0.7895,0.7143,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1038__s41467_019_08460_2,0.7359,0.6217,0.6183,18,24,7.40,5,5,5,2.6000,16700,8081,0.032593,,,,1.00,0,54,0.0000,0.6163,0.5033,0.5541,0.3083,0.4111,0.3524,1.0000,0.1333,0.2353,0.6389,1.0000,0.7797,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1038__s41467_019_10533_1,0.7966,0.8708,0.8311,18,22,18.00,7,7,7,2.0000,39228,13068,0.058818,,,,2.00,0,61,0.0000,0.7789,0.8916,0.8315,0.8182,1.0000,0.9000,0.7143,0.8333,0.7692,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1038__s41598_017_16509_9,0.7330,0.8038,0.7650,16,21,12.45,3,3,3,1.0000,29434,23384,0.084869,,,,2.00,0,39,0.0000,0.6681,0.8098,0.7322,0.5929,0.7781,0.6730,0.5000,0.5000,0.5000,0.8696,0.8696,0.8696,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1038__s41598_019_43329_w,0.7493,0.8154,0.7715,44,39,36.67,5,5,5,1.0000,154372,42877,0.205817,,,,5.00,0,128,0.0000,0.6129,0.7372,0.6693,0.9402,0.8333,0.8835,0.9524,0.6452,0.7692,0.7500,1.0000,0.8571,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1155__2019__2157592,0.6677,0.9316,0.7701,18,30,16.75,12,12,12,1.6667,45811,18118,0.077259,,,,3.00,0,108,0.0000,0.6672,0.9203,0.7736,0.5583,0.9306,0.6979,0.5000,1.0000,0.6667,0.5455,0.8571,0.6667,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__coatings9010016,0.5157,0.5995,0.5512,43,27,10.00,3,4,3,2.6667,33440,26669,0.096727,,,,2.00,0,87,0.0000,0.4397,0.4811,0.4595,0.3704,0.2326,0.2857,0.3333,0.2500,0.2857,0.6667,0.8571,0.7500,0.7500,1.0000,0.8571
gemini-3-flash,doi_10_3390__e16020870,0.9577,0.9696,0.9636,47,47,44.40,6,6,6,0.0000,35664,20307,0.078753,,,,2.00,0,150,0.0000,0.9153,0.9393,0.9271,0.9447,0.9447,0.9447,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e18050189,0.8418,0.9569,0.8887,10,10,8.90,1,1,1,2.0000,60355,16631,0.080071,,,,3.00,0,29,0.0000,0.8436,0.9139,0.8773,0.8900,0.8900,0.8900,1.0000,1.0000,1.0000,0.6000,1.0000,0.7500,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21010015,0.9568,0.9161,0.9357,68,61,53.33,6,6,6,0.0000,19389,5966,0.027592,,,,1.00,0,188,0.0000,0.9137,0.8595,0.8857,0.8743,0.7843,0.8269,1.0000,0.9091,0.9524,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21020114,0.7898,0.7554,0.7707,98,97,55.43,7,7,7,0.0000,70577,26888,0.115953,,,,3.00,0,213,0.0000,0.5796,0.5751,0.5773,0.5715,0.5656,0.5685,1.0000,0.7857,0.8800,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21020122,0.7188,0.8227,0.7662,31,29,25.75,8,8,8,0.5000,64276,24601,0.105941,,,,4.00,0,85,0.0000,0.8176,0.9453,0.8768,0.8879,0.8306,0.8583,0.0000,0.0000,0.0000,0.8000,1.0000,0.8889,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21020169,0.7985,0.7319,0.7622,63,58,41.00,7,7,7,2.4286,39689,21972,0.085761,,,,2.00,0,218,0.0000,0.7549,0.7051,0.7292,0.7069,0.6508,0.6777,0.5556,0.5556,0.5556,0.9388,0.7302,0.8214,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21030288,0.4340,0.4418,0.4378,43,56,5.75,5,5,5,0.0000,73777,21700,0.101988,,,,3.00,0,132,0.0000,0.1681,0.1836,0.1755,0.1027,0.1337,0.1162,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21050448,0.3057,0.6336,0.4123,20,45,9.00,5,10,5,3.6000,28939,12801,0.052873,,,,2.00,0,130,0.0000,0.2795,0.5921,0.3797,0.2000,0.4500,0.2769,0.0000,0.0000,0.0000,0.4545,0.9375,0.6122,0.5000,1.0000,0.6667
gemini-3-flash,doi_10_3390__ma12071136,0.8911,0.9331,0.9097,53,50,45.77,5,5,5,0.0000,47814,15164,0.069399,,,,2.00,0,120,0.0000,0.7823,0.8978,0.8360,0.9153,0.8635,0.8887,1.0000,0.8947,0.9444,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__met10111466,0.6868,0.6338,0.6564,39,25,13.00,7,5,5,1.4000,33794,17368,0.069001,,,,2.00,0,74,0.0000,0.6903,0.6555,0.6724,0.5200,0.3333,0.4063,0.1667,0.1667,0.1667,0.8333,0.8696,0.8511,1.0000,0.7143,0.8333
gemini-3-flash,doi_10_3390__met9030351,0.7245,0.7374,0.7157,14,20,8.55,4,4,4,1.5000,28662,13195,0.053916,,,,2.00,0,53,0.0000,0.6740,0.7659,0.7170,0.4275,0.6107,0.5029,0.2500,0.5000,0.3333,1.0000,0.6471,0.7857,1.0000,1.0000,1.0000
gemini-3-flash,OVERALL,0.7272,0.7718,0.7482,674,700,437.82,101,105,99,1.1818,850237,350630,1.477009,0.0,0.0,0.0,2.26,0,1950,0.0000,0.6607,0.7201,0.6891,0.6255,0.6496,0.6373,0.6319,0.5787,0.6041,0.8032,0.8897,0.8443,0.9429,0.9802,0.9612
gemini-3.1-pro,doi_10_1016__j_proeng_2012_03_043,0.9673,0.9673,0.9673,12,12,10.33,4,4,4,0.0000,10560,4799,0.078708,,,,1.00,0,35,0.0000,0.9345,0.9345,0.9345,0.8611,0.8611,0.8611,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1038__ncomms10602,0.9704,0.9991,0.9843,19,20,18.92,1,1,1,0.0000,37295,12588,0.225646,,,,2.00,0,43,0.0000,0.9407,0.9983,0.9686,0.9458,0.9956,0.9701,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1038__s41467_019_08460_2,0.6292,0.5015,0.5454,18,15,10.80,5,5,5,3.2000,16700,8502,0.135424,,,,1.00,0,43,0.0000,0.5954,0.4317,0.5005,0.7200,0.6000,0.6545,0.6667,0.2667,0.3810,0.4074,0.4783,0.4400,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1038__s41467_019_10533_1,0.8951,0.8898,0.8924,18,16,16.00,7,7,7,2.0000,18776,5300,0.101152,,,,1.00,0,51,0.0000,0.8902,0.8795,0.8848,1.0000,0.8889,0.9412,1.0000,1.0000,1.0000,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1038__s41598_017_16509_9,0.8018,0.7975,0.7952,16,19,11.62,3,3,3,1.0000,13787,12497,0.177538,,,,1.00,0,37,0.0000,0.7308,0.7972,0.7626,0.6114,0.7260,0.6638,0.7500,0.5000,0.6000,0.8696,0.8696,0.8696,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1038__s41598_019_43329_w,0.8831,0.7994,0.7873,44,44,37.75,5,5,5,1.0000,48135,19669,0.332298,,,,2.00,0,138,0.0000,0.8662,0.8601,0.8632,0.8580,0.8580,0.8580,1.0000,0.1290,0.2286,0.7500,1.0000,0.8571,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1155__2019__2157592,0.8212,0.8951,0.8497,18,23,14.75,12,10,10,1.2000,12278,10796,0.154108,,,,1.00,0,81,0.0000,0.7756,0.8403,0.8067,0.6413,0.8194,0.7195,1.0000,1.0000,1.0000,0.6667,1.0000,0.8000,1.0000,0.8333,0.9091
gemini-3.1-pro,doi_10_3390__coatings9010016,0.5351,0.4529,0.4855,43,23,6.00,3,3,3,1.6667,15670,14712,0.207884,,,,1.00,0,79,0.0000,0.2929,0.2736,0.2829,0.2609,0.1395,0.1818,0.5000,0.2500,0.3333,0.8182,0.6429,0.7200,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e16020870,0.8268,0.9804,0.8871,47,47,44.00,6,6,6,2.6667,35508,22593,0.342132,,,,2.00,0,156,0.0000,0.8417,0.9607,0.8973,0.9362,0.9362,0.9362,1.0000,1.0000,1.0000,0.5294,1.0000,0.6923,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e18050189,0.9797,0.9264,0.9515,10,10,8.45,1,1,1,0.0000,18926,3881,0.084424,,,,1.00,0,26,0.0000,0.9594,0.8528,0.9029,0.8450,0.8450,0.8450,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21010015,0.9573,0.9650,0.9611,68,80,66.50,6,6,6,0.0000,19389,15462,0.224322,,,,1.00,0,206,0.0000,0.9146,0.9301,0.9223,0.8313,0.9779,0.8986,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21020114,0.7116,0.6856,0.6978,98,98,53.70,7,7,7,0.0000,70623,26515,0.459426,,,,3.00,0,195,0.0000,0.4731,0.4569,0.4649,0.5480,0.5480,0.5480,0.8333,0.7143,0.7692,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21020122,0.6439,0.7323,0.6843,31,29,26.00,8,8,8,1.0000,42038,19495,0.318016,,,,3.00,0,85,0.0000,0.7477,0.8646,0.8019,0.8966,0.8387,0.8667,0.0000,0.0000,0.0000,0.6000,0.7500,0.6667,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21020169,0.7955,0.8260,0.8100,63,61,42.00,7,7,7,0.4286,39425,22546,0.349402,,,,2.00,0,224,0.0000,0.7386,0.7711,0.7545,0.6885,0.6667,0.6774,0.5714,0.6667,0.6154,0.9524,0.9524,0.9524,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21030288,0.8238,0.8846,0.8460,43,39,27.00,5,5,5,0.0000,44221,16155,0.282302,,,,2.00,0,135,0.0000,0.7975,0.8025,0.8000,0.6923,0.6279,0.6585,0.5000,0.8889,0.6400,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21050448,0.6463,0.8480,0.7213,20,17,13.00,5,4,4,2.2500,12992,10801,0.155596,,,,1.00,0,55,0.0000,0.6277,0.8310,0.7152,0.7647,0.6500,0.7027,0.4286,0.7500,0.5455,0.5909,1.0000,0.7429,1.0000,0.8000,0.8889
gemini-3.1-pro,doi_10_3390__ma12071136,0.8522,0.7567,0.7984,53,52,40.00,5,5,5,3.0000,47032,21348,0.350240,,,,2.00,0,110,0.0000,0.8043,0.7450,0.7735,0.7692,0.7547,0.7619,1.0000,0.8947,0.9444,0.7500,0.5000,0.6000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__met10111466,0.6760,0.6652,0.6682,39,20,14.00,7,6,6,1.8333,33189,15865,0.256758,,,,2.00,0,80,0.0000,0.7586,0.7213,0.7395,0.7000,0.3590,0.4746,0.0000,0.0000,0.0000,0.7333,0.8800,0.8000,1.0000,0.8571,0.9231
gemini-3.1-pro,doi_10_3390__met9030351,0.8812,0.7658,0.8045,14,11,9.30,4,3,3,2.0000,45156,16441,0.287604,,,,3.00,0,40,0.0000,0.8625,0.7667,0.8118,0.8455,0.6643,0.7440,0.6667,1.0000,0.8000,1.0000,0.6000,0.7500,1.0000,0.7500,0.8571
gemini-3.1-pro,OVERALL,0.7927,0.7763,0.7823,674,636,470.12,101,96,96,1.2812,581700,279965,4.522980,0.0,0.0,0.0,1.68,0,1819,0.0000,0.7479,0.7544,0.7511,0.7392,0.6975,0.7177,0.7574,0.5787,0.6561,0.7757,0.8486,0.8105,1.0000,0.9505,0.9746
gpt-5-2-high,doi_10_1016__j_proeng_2012_03_043,0.9303,0.9226,0.9264,12,12,10.33,4,4,4,0.0000,9870,7713,0.089468,,,,1.00,0,35,0.0000,0.8606,0.8452,0.8529,0.8611,0.8611,0.8611,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_1038__ncomms10602,0.6726,0.7582,0.7104,19,26,15.00,1,1,1,0.0000,16664,17028,0.191110,,,,1.00,0,55,0.0000,0.6452,0.8163,0.7207,0.5769,0.7895,0.6667,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_1038__s41467_019_08460_2,0.7839,0.6854,0.7071,18,17,7.90,5,5,5,1.6000,15844,12326,0.143065,,,,1.00,0,51,0.0000,0.7309,0.5908,0.6535,0.4647,0.4389,0.4514,0.8000,0.2667,0.4000,0.7419,1.0000,0.8519,1.0000,1.0000,1.0000
