model_name,doi,overall_precision,overall_recall,overall_f1,num_target_items,num_extracted_items,num_matched_items,num_target_materials,num_extracted_materials,num_matched_materials,avg_process_edit_distance,input_tokens,cache_read_tokens,cache_write_tokens,output_tokens,cost_usd,elapsed_seconds,avg_paper_time,max_paper_time,avg_attempts,num_hallucinated,num_total_numbers,hallucination_rate,value_precision,value_recall,value_f1,measurement_precision,measurement_recall,measurement_f1,config_precision,config_recall,config_f1,process_precision,process_recall,process_f1,material_precision,material_recall,material_f1
gpt-5-mini-medium,doi_10_1016__j_proeng_2012_03_043,0.8972,0.9256,0.9109,12,12,9.67,4,4,4,0.0000,9849,8960,0,4042,0.008530,,,,1.00,10,35,0.2857,0.7944,0.8512,0.8218,0.8056,0.8056,0.8056,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_1038__ncomms10602,0.3716,0.5983,0.4495,19,28,7.33,1,3,1,3.0000,35610,32640,0,11882,0.025323,,,,2.00,2,65,0.0308,0.3632,0.4966,0.4195,0.2619,0.3860,0.3121,0.0000,0.0000,0.0000,0.7000,1.0000,0.8235,0.3333,1.0000,0.5000
gpt-5-mini-medium,doi_10_1038__s41467_019_08460_2,0.5867,0.5174,0.5414,18,38,8.75,5,6,5,2.0000,55793,50048,0,14102,0.030891,,,,3.00,1,72,0.0139,0.4500,0.4313,0.4404,0.2303,0.4861,0.3125,0.3333,0.2000,0.2500,0.9333,0.6087,0.7368,0.8333,1.0000,0.9091
gpt-5-mini-medium,doi_10_1038__s41467_019_10533_1,0.7809,0.7657,0.7707,18,25,18.00,7,7,7,2.0000,17648,17536,0,4189,0.008844,,,,1.00,1,60,0.0167,0.8118,0.8313,0.8214,0.7200,1.0000,0.8372,0.5000,0.3333,0.4000,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_1038__s41598_017_16509_9,0.6805,0.6358,0.6397,16,27,11.20,3,3,3,4.3333,66591,44928,0,18275,0.043089,,,,4.00,4,50,0.0800,0.5260,0.5977,0.5596,0.4148,0.7000,0.5209,0.5714,0.6667,0.6154,0.9091,0.4348,0.5882,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_1038__s41598_019_43329_w,0.6612,0.6680,0.6480,44,44,32.67,5,5,5,1.0000,44601,41088,0,9750,0.021405,,,,2.00,6,123,0.0488,0.5891,0.5973,0.5932,0.7424,0.7424,0.7424,0.4444,0.1290,0.2000,0.7500,1.0000,0.8571,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_1155__2019__2157592,0.6082,0.6806,0.6365,18,27,12.00,12,10,10,1.6000,11425,11264,0,8475,0.017272,,,,1.00,56,74,0.7568,0.6942,0.7778,0.7336,0.4444,0.6667,0.5333,0.0000,0.0000,0.0000,0.5556,0.8333,0.6667,1.0000,0.8333,0.9091
gpt-5-mini-medium,doi_10_3390__coatings9010016,0.4640,0.5285,0.4829,43,33,10.00,3,4,3,3.6667,215554,195840,0,38317,0.086458,,,,9.00,0,91,0.0000,0.3529,0.3962,0.3733,0.3030,0.2326,0.2632,0.5000,0.2500,0.3333,0.5000,0.7143,0.5882,0.7500,1.0000,0.8571
gpt-5-mini-medium,doi_10_3390__e16020870,0.9485,0.9696,0.9588,47,56,44.40,6,6,6,0.0000,33166,28928,0,10429,0.022641,,,,2.00,12,165,0.0727,0.8970,0.9393,0.9176,0.7929,0.9447,0.8621,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_3390__e18050189,0.7066,0.7627,0.7242,10,9,3.67,1,1,1,2.0000,36487,34816,0,5804,0.012896,,,,2.00,4,25,0.1600,0.5732,0.5255,0.5483,0.4074,0.3667,0.3860,1.0000,1.0000,1.0000,0.6000,1.0000,0.7500,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_3390__e21010015,0.9559,0.9868,0.9708,68,74,65.50,6,6,6,0.0000,18083,17920,0,8346,0.017181,,,,1.00,3,217,0.0138,0.9117,0.9735,0.9416,0.8851,0.9632,0.9225,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_3390__e21020114,0.7291,0.6822,0.7036,98,97,51.95,7,7,7,0.0000,94703,83968,0,20193,0.045169,,,,4.00,6,196,0.0306,0.4854,0.4502,0.4671,0.5356,0.5301,0.5328,0.9091,0.7143,0.8000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_3390__e21020122,0.6949,0.8070,0.7456,31,30,25.75,8,8,8,0.5000,23683,22016,0,7620,0.016207,,,,2.00,0,86,0.0000,0.7697,0.9141,0.8357,0.8583,0.8306,0.8443,0.0000,0.0000,0.0000,0.8000,1.0000,0.8889,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_3390__e21020169,0.7086,0.6705,0.6840,63,64,38.75,7,5,5,1.0000,37427,32256,0,17086,0.036271,,,,2.00,1,232,0.0043,0.6172,0.6878,0.6506,0.6055,0.6151,0.6102,0.3333,0.2778,0.3030,1.0000,0.8889,0.9412,1.0000,0.7143,0.8333
gpt-5-mini-medium,doi_10_3390__e21030288,0.6676,0.6682,0.6676,43,39,13.50,5,5,5,0.0000,41452,38656,0,10677,0.023019,,,,2.00,17,140,0.1214,0.4851,0.5031,0.4939,0.3462,0.3140,0.3293,0.5000,0.4444,0.4706,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_3390__e21050448,0.6747,0.7740,0.7180,20,20,9.75,5,6,5,0.6000,42937,38272,0,13449,0.029021,,,,3.00,0,65,0.0000,0.6528,0.7730,0.7078,0.4875,0.4875,0.4875,0.3333,0.5000,0.4000,0.8667,0.8125,0.8387,0.8333,1.0000,0.9091
gpt-5-mini-medium,doi_10_3390__ma12071136,0.7358,0.7562,0.7449,53,59,34.75,5,5,5,1.0000,133555,120448,0,25491,0.057270,,,,5.00,1,117,0.0085,0.6265,0.6896,0.6565,0.5890,0.6557,0.6205,0.7059,0.6316,0.6667,0.8333,0.8333,0.8333,1.0000,1.0000,1.0000
gpt-5-mini-medium,doi_10_3390__met10111466,0.6412,0.4823,0.5342,39,22,4.00,7,3,3,1.6667,30975,28416,0,9953,0.021256,,,,2.00,21,56,0.3750,0.6623,0.4595,0.5426,0.1818,0.1026,0.1311,0.0000,0.0000,0.0000,0.8000,0.9412,0.8649,1.0000,0.4286,0.6000
gpt-5-mini-medium,doi_10_3390__met9030351,0.6257,0.7728,0.6769,14,19,7.55,4,3,3,1.0000,42903,38656,0,11964,0.025956,,,,3.00,25,56,0.4464,0.5580,0.7706,0.6473,0.3974,0.5393,0.4576,0.2000,0.5000,0.2857,0.8333,1.0000,0.9091,1.0000,0.7500,0.8571
gpt-5-mini-medium,OVERALL,0.7200,0.7100,0.7123,674,723,409.18,101,97,92,1.0761,992442,886656,0,250044,0.548701,400.1,137.5,400.1,2.68,170,1925,0.0883,0.6384,0.6736,0.6556,0.5660,0.6071,0.5858,0.6160,0.4326,0.5083,0.8306,0.8583,0.8443,0.9485,0.9109,0.9293
gemini-3-flash,doi_10_1016__j_proeng_2012_03_043,0.8861,0.9137,0.8994,12,16,7.33,4,4,4,0.0000,10553,0,0,9454,0.033639,,,,1.00,0,35,0.0000,0.7722,0.8274,0.7989,0.4583,0.6111,0.5238,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1038__ncomms10602,0.5681,0.6990,0.6198,19,29,13.00,1,1,1,1.0000,17749,0,0,6716,0.029022,,,,1.00,0,63,0.0000,0.4933,0.7551,0.5968,0.4483,0.6842,0.5417,0.0000,0.0000,0.0000,0.8571,0.8571,0.8571,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1038__s41467_019_08460_2,0.8148,0.6138,0.6865,18,29,10.07,5,5,5,0.8000,16693,0,0,6907,0.029067,,,,1.00,0,53,0.0000,0.6896,0.5172,0.5911,0.3471,0.5593,0.4284,0.8000,0.2667,0.4000,1.0000,0.8261,0.9048,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1038__s41467_019_10533_1,0.7734,0.7925,0.7772,18,21,15.30,7,7,7,2.0000,18769,0,0,5424,0.025656,,,,1.00,0,69,0.0000,0.7219,0.8349,0.7743,0.7286,0.8500,0.7846,0.7500,0.5000,0.6000,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1038__s41598_017_16509_9,0.6585,0.5553,0.5901,16,21,9.17,3,3,3,4.3333,13780,0,0,13445,0.047225,,,,1.00,0,36,0.0000,0.5534,0.5366,0.5449,0.4365,0.5729,0.4955,0.3333,0.3333,0.3333,0.9091,0.4348,0.5882,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1038__s41598_019_43329_w,0.5983,0.5855,0.5731,44,55,29.50,5,5,5,2.0000,273538,0,0,62686,0.324827,,,,8.00,0,108,0.0000,0.5300,0.5559,0.5427,0.5364,0.6705,0.5960,0.5556,0.1613,0.2500,0.5000,0.6667,0.5714,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1155__2019__2157592,0.7285,0.9316,0.8098,18,30,16.75,12,12,12,0.6667,113394,0,0,46910,0.197427,,,,6.00,0,113,0.0000,0.7070,0.9203,0.7996,0.5583,0.9306,0.6979,0.5000,1.0000,0.6667,0.7500,0.8571,0.8000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__coatings9010016,0.4169,0.4715,0.4280,43,29,10.00,3,6,3,2.3333,129032,0,0,62900,0.253216,,,,6.00,0,96,0.0000,0.3305,0.3679,0.3482,0.3448,0.2326,0.2778,0.4000,0.2500,0.3077,0.5833,0.5000,0.5385,0.5000,1.0000,0.6667
gemini-3-flash,doi_10_3390__e16020870,0.9823,0.9696,0.9759,47,48,44.40,6,6,6,0.0000,35446,0,0,21504,0.082235,,,,2.00,0,150,0.0000,0.9645,0.9393,0.9517,0.9250,0.9447,0.9347,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e18050189,0.9648,0.9002,0.9301,10,9,7.57,1,1,1,0.0000,38658,0,0,12447,0.056670,,,,2.00,0,25,0.0000,0.9296,0.8005,0.8602,0.8407,0.7567,0.7965,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21010015,0.9670,0.9868,0.9767,68,73,65.50,6,6,6,0.0000,19382,0,0,10444,0.041023,,,,1.00,0,212,0.0000,0.9339,0.9735,0.9533,0.8973,0.9632,0.9291,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21020114,0.7572,0.7834,0.7697,98,100,59.22,7,7,7,0.0000,174399,0,0,51033,0.240298,,,,6.00,0,223,0.0000,0.5894,0.6096,0.5993,0.5922,0.6043,0.5981,0.7500,0.8571,0.8000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21020122,0.7990,0.8130,0.8059,31,27,23.90,8,8,8,0.0000,41006,0,0,19564,0.079195,,,,3.00,0,76,0.0000,0.8980,0.9260,0.9118,0.8852,0.7710,0.8241,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21020169,0.6304,0.6488,0.6342,63,91,26.33,7,7,7,2.4286,40045,0,0,18569,0.075730,,,,2.00,0,284,0.0000,0.4995,0.6056,0.5475,0.2894,0.4180,0.3420,0.2857,0.3333,0.3077,0.9388,0.7302,0.8214,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21030288,0.5397,0.5577,0.5481,43,53,12.90,5,5,5,0.0000,105768,0,0,37385,0.165039,,,,4.00,0,157,0.0000,0.3420,0.3821,0.3609,0.2434,0.3000,0.2687,0.1250,0.1111,0.1176,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21050448,0.4146,0.7513,0.5207,20,43,10.50,5,10,5,0.8000,47483,0,0,21415,0.087986,,,,3.00,0,110,0.0000,0.3301,0.6776,0.4440,0.2442,0.5250,0.3333,0.1111,0.5000,0.1818,0.7895,0.9375,0.8571,0.5000,1.0000,0.6667
gemini-3-flash,doi_10_3390__ma12071136,0.7602,0.8110,0.7833,53,62,37.50,5,5,5,0.0000,111527,0,0,25609,0.132591,,,,4.00,0,120,0.0000,0.6371,0.7483,0.6883,0.6048,0.7075,0.6522,0.6111,0.5789,0.5946,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__met10111466,0.8154,0.7149,0.7414,39,37,23.00,7,6,6,0.3333,55254,0,0,25216,0.103275,,,,3.00,0,90,0.0000,0.7807,0.7876,0.7841,0.6216,0.5897,0.6053,0.5000,0.0833,0.1429,1.0000,0.9000,0.9474,1.0000,0.8571,0.9231
gemini-3-flash,doi_10_3390__met9030351,0.6548,0.6553,0.6414,14,19,6.80,4,3,3,1.6667,45421,0,0,24604,0.096522,,,,3.00,0,48,0.0000,0.5791,0.6690,0.6208,0.3579,0.4857,0.4121,0.2500,0.5000,0.3333,0.8889,0.6667,0.7619,1.0000,0.7500,0.8571
gemini-3-flash,OVERALL,0.7099,0.7326,0.7197,674,792,428.73,101,107,99,0.8586,1307897,0,0,482232,2.100644,0.0,0.0,0.0,3.05,0,2068,0.0000,0.6313,0.7026,0.6651,0.5413,0.6361,0.5849,0.5192,0.4551,0.4850,0.8880,0.8298,0.8579,0.9252,0.9802,0.9519
claude-opus-4-6,doi_10_1016__j_proeng_2012_03_043,0.9315,0.9315,0.9315,12,16,10.33,4,4,4,0.0000,25320,0,0,2574,0.190950,,,,2.00,0,35,0.0000,0.8631,0.8631,0.8631,0.6458,0.8611,0.7381,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1038__ncomms10602,0.4837,0.6553,0.5397,19,26,8.92,1,3,1,0.0000,20217,0,0,2986,0.175735,,,,1.00,0,61,0.0000,0.4674,0.6105,0.5295,0.3429,0.4693,0.3963,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.3333,1.0000,0.5000
claude-opus-4-6,doi_10_1038__s41467_019_08460_2,0.9491,0.6434,0.7452,18,15,12.67,5,5,5,0.8000,40173,0,0,4039,0.301840,,,,2.00,0,45,0.0000,0.8983,0.5764,0.7022,0.8444,0.7037,0.7677,1.0000,0.2667,0.4211,1.0000,0.8261,0.9048,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1038__s41467_019_10533_1,0.9057,0.8337,0.8644,18,18,18.00,7,7,7,2.0000,21221,0,0,1544,0.144705,,,,1.00,0,53,0.0000,0.9114,0.8675,0.8889,1.0000,1.0000,1.0000,1.0000,0.6667,0.8000,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1038__s41598_017_16509_9,0.7069,0.7574,0.7304,16,20,10.62,3,3,3,1.0000,15729,0,0,2094,0.130995,,,,1.00,0,38,0.0000,0.6660,0.7669,0.7129,0.5308,0.6635,0.5898,0.3333,0.3333,0.3333,0.8696,0.8696,0.8696,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1038__s41598_019_43329_w,0.6544,0.7775,0.7043,44,58,32.50,5,5,5,0.0000,60598,0,0,13890,0.650240,,,,2.00,0,171,0.0000,0.4765,0.7098,0.5702,0.5603,0.7386,0.6373,0.4412,0.4839,0.4615,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1155__2019__2157592,0.9587,0.9339,0.9460,18,16,16.00,12,11,11,0.0000,30605,0,0,4965,0.277150,,,,2.00,0,80,0.0000,0.9174,0.8929,0.9050,1.0000,0.8889,0.9412,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9167,0.9565
claude-opus-4-6,doi_10_3390__coatings9010016,0.4544,0.3864,0.4049,43,17,4.00,3,2,2,3.5000,17944,0,0,2092,0.142020,,,,1.00,0,63,0.0000,0.2588,0.2178,0.2366,0.2353,0.0930,0.1333,0.5000,0.2500,0.3333,0.5000,0.7000,0.5833,1.0000,0.6667,0.8000
claude-opus-4-6,doi_10_3390__e16020870,0.9746,0.9298,0.9511,47,47,43.20,6,6,6,0.0000,18033,0,0,3111,0.167940,,,,1.00,0,138,0.0000,0.9491,0.8597,0.9022,0.9191,0.9191,0.9191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e18050189,0.9414,0.9292,0.9352,10,10,7.90,1,1,1,0.0000,21390,0,0,1084,0.134050,,,,1.00,0,29,0.0000,0.8829,0.8583,0.8704,0.7900,0.7900,0.7900,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e21010015,0.9332,0.8828,0.9055,68,75,60.50,6,5,5,0.0000,21943,0,0,4822,0.230265,,,,1.00,0,205,0.0000,0.8665,0.8702,0.8683,0.8067,0.8897,0.8462,1.0000,0.8182,0.9000,1.0000,1.0000,1.0000,1.0000,0.8333,0.9091
claude-opus-4-6,doi_10_3390__e21020114,0.7288,0.7070,0.7176,98,97,53.70,7,7,7,0.0000,49771,0,0,10201,0.503880,,,,2.00,0,196,0.0000,0.4807,0.4569,0.4685,0.5536,0.5480,0.5508,0.9231,0.8571,0.8889,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e21020122,0.6112,0.5490,0.5666,31,15,10.90,8,5,5,1.0000,13658,0,0,1507,0.105965,,,,1.00,0,53,0.0000,0.6653,0.5506,0.6025,0.7267,0.3516,0.4739,0.0000,0.0000,0.0000,0.6429,0.9000,0.7500,1.0000,0.6250,0.7692
claude-opus-4-6,doi_10_3390__e21020169,0.8082,0.6908,0.7354,63,58,42.00,7,7,7,4.2857,19913,0,0,6895,0.271940,,,,1.00,0,206,0.0000,0.7678,0.6722,0.7168,0.7241,0.6667,0.6942,0.5714,0.6667,0.6154,0.9429,0.5238,0.6735,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e21030288,0.6817,0.6556,0.6680,43,36,14.40,5,5,5,0.0000,52182,0,0,7980,0.460410,,,,2.00,0,120,0.0000,0.5301,0.4778,0.5026,0.4000,0.3349,0.3646,0.4444,0.4444,0.4444,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e21050448,0.5750,0.8743,0.6774,20,27,13.50,5,10,5,0.2000,14823,0,0,3384,0.158715,,,,1.00,0,99,0.0000,0.5000,0.8487,0.6293,0.5000,0.6750,0.5745,0.3333,0.7500,0.4615,1.0000,0.9375,0.9677,0.5000,1.0000,0.6667
claude-opus-4-6,doi_10_3390__ma12071136,0.8392,0.7234,0.7690,53,50,45.00,5,5,5,4.0000,87934,0,0,12123,0.742745,,,,3.00,0,108,0.0000,0.8284,0.7450,0.7845,0.9000,0.8491,0.8738,0.9444,0.8947,0.9189,0.6667,0.3333,0.4444,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__met10111466,0.6422,0.5696,0.5825,39,21,13.00,7,3,3,2.6667,17492,0,0,3087,0.164635,,,,1.00,0,61,0.0000,0.5745,0.5143,0.5427,0.6190,0.3333,0.4333,0.5000,0.4167,0.4545,0.6500,0.9286,0.7647,1.0000,0.4286,0.6000
claude-opus-4-6,doi_10_3390__met9030351,0.6716,0.6512,0.6345,14,17,8.30,4,3,3,2.0000,52058,0,0,6124,0.413390,,,,3.00,0,43,0.0000,0.5932,0.6873,0.6368,0.4882,0.5929,0.5355,0.1667,0.5000,0.2500,1.0000,0.6000,0.7500,1.0000,0.7500,0.8571
claude-opus-4-6,OVERALL,0.7542,0.7210,0.7369,674,639,425.43,101,97,90,1.0889,601004,0,0,94502,5.367570,0.0,0.0,0.0,1.53,0,1804,0.0000,0.6815,0.6729,0.6772,0.6658,0.6312,0.6480,0.6433,0.6180,0.6304,0.8889,0.7912,0.8372,0.9278,0.8911,0.9091
gpt-5-2-high,doi_10_1016__j_proeng_2012_03_043,0.7387,0.8810,0.7941,12,12,9.67,4,4,4,0.0000,9849,8832,0,4038,0.059857,,,,1.00,10,35,0.2857,0.6275,0.7619,0.6882,0.8056,0.8056,0.8056,0.5000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
