model_name,doi,overall_precision,overall_recall,overall_f1,num_target_items,num_extracted_items,num_matched_items,num_target_materials,num_extracted_materials,num_matched_materials,avg_process_edit_distance,input_tokens,output_tokens,cost_usd,elapsed_seconds,avg_paper_time,max_paper_time,avg_attempts,num_hallucinated,num_total_numbers,hallucination_rate,value_precision,value_recall,value_f1,measurement_precision,measurement_recall,measurement_f1,config_precision,config_recall,config_f1,process_precision,process_recall,process_f1,material_precision,material_recall,material_f1
claude-haiku-4-5,OVERALL,0.5954,0.6827,0.6352,674,841,380.57,101,118,97,1.2474,1711355,247272,2.947715,0.0,0.0,0.0,3.58,0,2207,0.0000,0.5236,0.6355,0.5742,0.4525,0.5647,0.5024,0.3478,0.4045,0.3740,0.7907,0.8010,0.7958,0.8220,0.9604,0.8858
claude-opus-4-6,doi_10_1016__j_proeng_2012_03_043,0.8194,0.9226,0.8580,12,12,10.33,4,4,4,0.0000,22564,2736,0.181220,,,,2.00,0,35,0.0000,0.7889,0.8452,0.8161,0.8611,0.8611,0.8611,0.5000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1038__ncomms10602,0.3756,0.5167,0.4183,19,26,3.33,1,3,1,0.0000,40398,4933,0.325315,,,,2.00,0,65,0.0000,0.2513,0.3333,0.2865,0.1282,0.1754,0.1481,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.3333,1.0000,0.5000
claude-opus-4-6,doi_10_1038__s41467_019_08460_2,0.8201,0.5927,0.6774,18,13,8.00,5,5,5,0.8000,17562,1458,0.124260,,,,1.00,0,41,0.0000,0.7403,0.4750,0.5787,0.6154,0.4444,0.5161,0.6667,0.2667,0.3810,1.0000,0.8261,0.9048,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1038__s41467_019_10533_1,0.9490,0.8087,0.8700,18,19,18.00,7,7,7,1.0000,41630,3700,0.300650,,,,2.00,0,54,0.0000,0.9730,0.8675,0.9172,0.9474,1.0000,0.9730,0.7500,0.5000,0.6000,1.0000,0.7500,0.8571,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1038__s41598_017_16509_9,0.7467,0.6590,0.6891,16,21,12.12,3,3,3,4.0000,14340,2192,0.126500,,,,1.00,0,42,0.0000,0.6268,0.6268,0.6268,0.5770,0.7573,0.6550,0.6667,0.6667,0.6667,0.9167,0.4783,0.6286,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1038__s41598_019_43329_w,0.7660,0.7136,0.7381,44,40,34.00,5,5,5,0.0000,25224,3381,0.210645,,,,1.00,0,130,0.0000,0.8320,0.7273,0.7761,0.8500,0.7727,0.8095,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_1155__2019__2157592,0.8108,0.9860,0.8843,18,27,16.75,12,12,12,1.3333,46928,9100,0.462140,,,,3.00,0,97,0.0000,0.7670,0.9720,0.8574,0.6204,0.9306,0.7444,1.0000,1.0000,1.0000,0.6364,1.0000,0.7778,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__coatings9010016,0.6833,0.5262,0.5871,43,17,7.00,3,2,2,0.0000,35089,3852,0.271745,,,,2.00,0,59,0.0000,0.4416,0.3400,0.3842,0.4118,0.1628,0.2333,0.7500,0.3750,0.5000,1.0000,1.0000,1.0000,1.0000,0.6667,0.8000
claude-opus-4-6,doi_10_3390__e16020870,0.9379,0.9513,0.9436,47,47,42.40,6,6,6,0.0000,16644,3220,0.163720,,,,1.00,0,150,0.0000,0.9219,0.9026,0.9122,0.9021,0.9021,0.9021,0.8462,1.0000,0.9167,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e18050189,0.9403,0.8792,0.9075,10,9,6.30,1,1,1,0.0000,20001,871,0.121780,,,,1.00,0,25,0.0000,0.8806,0.7583,0.8149,0.7000,0.6300,0.6632,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e21010015,0.9568,0.9625,0.9591,68,73,64.50,6,6,6,0.0000,20554,5181,0.232295,,,,1.00,0,212,0.0000,0.9136,0.9523,0.9326,0.8836,0.9485,0.9149,1.0000,0.9091,0.9524,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e21020114,0.7106,0.7409,0.7250,98,97,51.97,7,7,7,0.0000,79942,17134,0.828060,,,,3.00,0,221,0.0000,0.4963,0.5247,0.5101,0.5357,0.5303,0.5330,0.7500,0.8571,0.8000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e21020122,0.6957,0.5950,0.6284,31,15,13.90,8,5,5,1.0000,12269,1347,0.095020,,,,1.00,0,48,0.0000,0.8343,0.6425,0.7260,0.9267,0.4484,0.6043,0.0000,0.0000,0.0000,0.6429,0.9000,0.7500,1.0000,0.6250,0.7692
claude-opus-4-6,doi_10_3390__e21020169,0.7985,0.7779,0.7850,63,61,44.00,7,7,7,2.4286,18524,6631,0.258395,,,,1.00,0,224,0.0000,0.7500,0.7637,0.7568,0.7213,0.6984,0.7097,0.5714,0.6667,0.6154,0.9388,0.7302,0.8214,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e21030288,0.5284,0.5041,0.5154,43,36,10.94,5,5,5,0.0000,223379,21726,1.660045,,,,7.00,0,120,0.0000,0.3567,0.3083,0.3307,0.3039,0.2544,0.2770,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__e21050448,0.3463,0.8609,0.4893,20,48,12.65,5,10,5,3.6000,55199,14662,0.642545,,,,3.00,0,155,0.0000,0.3292,0.8967,0.4816,0.2635,0.6325,0.3721,0.1053,0.5000,0.1739,0.4545,0.9375,0.6122,0.5000,1.0000,0.6667
claude-opus-4-6,doi_10_3390__ma12071136,0.9252,0.7783,0.8341,53,50,47.80,5,5,5,3.0000,51478,7978,0.456840,,,,2.00,0,108,0.0000,0.8681,0.8040,0.8348,0.9560,0.9019,0.9282,0.9412,0.8421,0.8889,1.0000,0.5000,0.6667,1.0000,1.0000,1.0000
claude-opus-4-6,doi_10_3390__met10111466,0.6333,0.4528,0.5085,39,8,3.00,7,3,3,1.6667,16103,1649,0.121740,,,,1.00,0,39,0.0000,0.6667,0.4078,0.5060,0.3750,0.0769,0.1277,0.0000,0.0000,0.0000,0.7500,0.9231,0.8276,1.0000,0.4286,0.6000
claude-opus-4-6,doi_10_3390__met9030351,0.6243,0.5685,0.5911,14,15,7.30,4,3,3,1.0000,114953,12227,0.880440,,,,6.00,0,41,0.0000,0.5485,0.5921,0.5695,0.4867,0.5214,0.5034,0.0000,0.0000,0.0000,1.0000,0.8000,0.8889,1.0000,0.7500,0.8571
claude-opus-4-6,OVERALL,0.7395,0.7191,0.7286,674,634,414.29,101,99,92,1.1087,872781,123978,7.463355,0.0,0.0,0.0,2.16,0,1866,0.0000,0.6804,0.6868,0.6836,0.6535,0.6147,0.6335,0.5772,0.4831,0.5260,0.8665,0.8333,0.8496,0.9293,0.9109,0.9200
gemini-3-flash,doi_10_1016__j_proeng_2012_03_043,0.9026,0.9673,0.9325,12,21,10.33,4,4,4,0.0000,9602,4514,0.018343,,,,1.00,0,39,0.0000,0.8051,0.9345,0.8650,0.4921,0.8611,0.6263,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1038__ncomms10602,0.6304,0.7677,0.6855,19,28,14.93,1,1,1,0.0000,60203,19083,0.087350,,,,3.00,0,66,0.0000,0.5607,0.8354,0.6710,0.5333,0.7860,0.6355,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1038__s41467_019_08460_2,0.6097,0.4409,0.5075,18,23,5.82,5,4,4,1.5000,15742,8951,0.034724,,,,1.00,0,48,0.0000,0.3852,0.2751,0.3210,0.2529,0.3231,0.2837,0.7143,0.3333,0.4545,0.8000,0.6667,0.7273,1.0000,0.8000,0.8889
gemini-3-flash,doi_10_1038__s41467_019_10533_1,0.8527,0.8587,0.8506,18,22,16.00,7,7,7,1.0000,17818,10920,0.041669,,,,1.00,0,63,0.0000,0.7912,0.8675,0.8276,0.7273,0.8889,0.8000,0.7143,0.8333,0.7692,1.0000,0.7500,0.8571,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1038__s41598_017_16509_9,0.8190,0.7040,0.7472,16,22,13.75,3,3,3,4.0000,12829,6310,0.025344,,,,1.00,0,37,0.0000,0.7213,0.6667,0.6929,0.6250,0.8594,0.7237,0.8333,0.8333,0.8333,0.9167,0.4783,0.6286,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1038__s41598_019_43329_w,0.8417,0.7648,0.7760,44,39,38.40,5,5,5,1.0000,46678,16056,0.071507,,,,2.00,0,109,0.0000,0.7833,0.7231,0.7520,0.9846,0.8727,0.9253,1.0000,0.3548,0.5238,0.7500,1.0000,0.8571,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_1155__2019__2157592,0.7564,0.9316,0.8220,18,30,16.75,12,12,12,0.3333,62307,18671,0.087166,,,,4.00,0,106,0.0000,0.7413,0.9203,0.8212,0.5583,0.9306,0.6979,0.4286,1.0000,0.6000,0.8571,0.8571,0.8571,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__coatings9010016,0.5441,0.4574,0.4769,43,22,8.00,3,5,3,2.0000,32227,16016,0.064161,,,,2.00,0,71,0.0000,0.3882,0.3113,0.3455,0.3636,0.1860,0.2462,0.4000,0.2500,0.3077,1.0000,0.5714,0.7273,0.6000,1.0000,0.7500
gemini-3-flash,doi_10_3390__e16020870,0.9766,0.9482,0.9612,47,47,45.20,6,6,6,0.0000,33676,10563,0.048527,,,,2.00,0,138,0.0000,0.9783,0.8963,0.9355,0.9617,0.9617,0.9617,0.9167,1.0000,0.9565,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e18050189,0.9712,0.9058,0.9361,10,9,7.22,1,1,1,0.0000,17968,6822,0.029450,,,,1.00,0,25,0.0000,0.9425,0.8116,0.8721,0.8019,0.7217,0.7596,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21010015,0.9554,0.9456,0.9501,68,69,60.50,6,6,6,0.0000,18431,7440,0.031536,,,,1.00,0,204,0.0000,0.9107,0.9184,0.9146,0.8768,0.8897,0.8832,1.0000,0.9091,0.9524,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21020122,0.7901,0.8130,0.8013,31,29,23.90,8,8,8,0.0000,24403,9023,0.039270,,,,2.00,0,76,0.0000,0.8802,0.9260,0.9025,0.8241,0.7710,0.7967,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__e21020169,0.7105,0.4806,0.5716,63,42,26.00,7,5,5,4.2000,37302,13616,0.059499,,,,2.00,0,160,0.0000,0.6620,0.4837,0.5590,0.6190,0.4127,0.4952,0.2500,0.1667,0.2000,0.9600,0.5333,0.6857,1.0000,0.7143,0.8333
gemini-3-flash,doi_10_3390__e21050448,0.7122,0.8615,0.7741,20,29,13.25,5,5,5,0.4000,43821,14121,0.064273,,,,3.00,0,64,0.0000,0.6964,0.8980,0.7845,0.4569,0.6625,0.5408,0.2500,0.5000,0.3333,0.8824,0.9375,0.9091,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__ma12071136,0.7552,0.5274,0.6120,53,39,31.41,5,5,5,4.0000,1439836,152280,1.176758,,,,21.00,0,90,0.0000,0.6737,0.4793,0.5601,0.8054,0.5927,0.6829,0.9000,0.4737,0.6207,0.6667,0.3333,0.4444,1.0000,1.0000,1.0000
gemini-3-flash,doi_10_3390__met10111466,0.7618,0.6399,0.6889,39,26,20.00,7,4,4,0.7500,32659,12221,0.052992,,,,2.00,0,58,0.0000,0.7059,0.6000,0.6486,0.7692,0.5128,0.6154,0.7000,0.5833,0.6364,0.7692,0.8333,0.8000,1.0000,0.5714,0.7273
gemini-3-flash,OVERALL,0.8022,0.7162,0.7556,519,497,351.46,85,81,79,1.0886,1905502,326607,1.932572,0.0,0.0,0.0,3.06,0,1354,0.0000,0.7497,0.7029,0.7256,0.7072,0.6772,0.6919,0.6695,0.5163,0.5830,0.9032,0.7393,0.8131,0.9753,0.9294,0.9518
gemini-3.1-pro,doi_10_1016__j_proeng_2012_03_043,0.9465,0.8827,0.9122,12,16,10.87,4,4,4,0.0000,9602,5689,0.087472,,,,1.00,0,27,0.0000,0.8931,0.7655,0.8244,0.6792,0.9056,0.7762,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1038__ncomms10602,0.7149,0.8043,0.7547,19,24,15.52,1,1,1,0.0000,58976,21542,0.376456,,,,3.00,0,51,0.0000,0.7298,0.9085,0.8094,0.6465,0.8167,0.7217,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1038__s41467_019_08460_2,0.8811,0.6327,0.7223,18,20,13.60,5,5,5,0.8000,15742,8568,0.134300,,,,1.00,0,48,0.0000,0.8222,0.5550,0.6627,0.6800,0.7556,0.7158,0.8000,0.2667,0.4000,1.0000,0.8261,0.9048,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1038__s41467_019_10533_1,1.0000,0.8277,0.9025,18,16,16.00,7,7,7,1.0000,17818,4081,0.084608,,,,1.00,0,51,0.0000,1.0000,0.8554,0.9221,1.0000,0.8889,0.9412,1.0000,0.6667,0.8000,1.0000,0.7500,0.8571,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1038__s41598_017_16509_9,0.7834,0.5894,0.6628,16,19,11.62,3,3,3,4.3333,12829,11449,0.163046,,,,1.00,0,31,0.0000,0.6781,0.5548,0.6103,0.6114,0.7260,0.6638,0.7500,0.5000,0.6000,0.9091,0.4348,0.5882,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1038__s41598_019_43329_w,0.9041,0.8283,0.8634,44,39,36.67,5,5,5,0.0000,48283,16070,0.289406,,,,2.00,0,118,0.0000,0.8083,0.6952,0.7475,0.9402,0.8333,0.8835,1.0000,0.8710,0.9310,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1155__2019__2157592,0.8905,0.8537,0.8709,18,23,15.00,12,10,10,0.4000,11320,9889,0.141308,,,,1.00,0,81,0.0000,0.8476,0.8241,0.8357,0.6522,0.8333,0.7317,1.0000,1.0000,1.0000,0.8333,0.8333,0.8333,1.0000,0.8333,0.9091
gemini-3.1-pro,doi_10_3390__coatings9010016,0.4602,0.3674,0.3892,43,24,6.00,3,4,3,3.0000,14712,14666,0.205416,,,,1.00,0,81,0.0000,0.2421,0.2170,0.2289,0.2500,0.1395,0.1791,0.4000,0.2500,0.3077,0.8333,0.3571,0.5000,0.7500,1.0000,0.8571
gemini-3.1-pro,doi_10_3390__e16020870,0.9542,0.9804,0.9669,47,47,44.00,6,6,6,0.0000,15173,11633,0.169942,,,,1.00,0,156,0.0000,0.9084,0.9607,0.9338,0.9362,0.9362,0.9362,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e18050189,0.9858,0.9183,0.9495,10,9,8.12,1,1,1,0.0000,17968,4489,0.089804,,,,1.00,0,25,0.0000,0.9715,0.8366,0.8990,0.9019,0.8117,0.8544,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21010015,0.9162,0.9625,0.9370,68,80,64.50,6,6,6,0.0000,18431,17209,0.243370,,,,1.00,0,226,0.0000,0.8324,0.9523,0.8883,0.8063,0.9485,0.8716,1.0000,0.9091,0.9524,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21020114,0.6683,0.6765,0.6718,98,99,43.70,7,7,7,0.0000,158570,53164,0.955108,,,,5.00,0,196,0.0000,0.4115,0.3958,0.4035,0.4414,0.4459,0.4437,0.7500,0.8571,0.8000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21020122,0.6568,0.7271,0.6893,31,27,25.00,8,8,8,1.0000,11043,7366,0.110478,,,,1.00,0,79,0.0000,0.7736,0.8542,0.8119,0.9259,0.8065,0.8621,0.0000,0.0000,0.0000,0.6000,0.7500,0.6667,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21020169,0.7912,0.8020,0.7966,63,58,41.00,7,7,7,0.4286,16451,19443,0.266218,,,,1.00,0,218,0.0000,0.7349,0.7564,0.7455,0.7069,0.6508,0.6777,0.5556,0.5556,0.5556,0.9524,0.9524,0.9524,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21030288,0.5438,0.5380,0.5394,43,33,11.50,5,5,5,0.0000,105666,41069,0.704160,,,,4.00,0,105,0.0000,0.3700,0.3426,0.3558,0.3485,0.2674,0.3026,0.0588,0.1111,0.0769,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21050448,0.7695,0.8035,0.7798,20,16,11.50,5,4,4,0.0000,42009,13989,0.251886,,,,3.00,0,48,0.0000,0.7532,0.8169,0.7838,0.7188,0.5750,0.6389,0.2857,0.5000,0.3636,1.0000,1.0000,1.0000,1.0000,0.8000,0.8889
gemini-3.1-pro,doi_10_3390__ma12071136,0.8622,0.7014,0.7663,53,54,46.80,5,5,5,4.0000,309796,61338,2.343268,,,,8.00,0,112,0.0000,0.8754,0.7168,0.7882,0.8667,0.8830,0.8748,0.9412,0.8421,0.8889,0.6667,0.3333,0.4444,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__met10111466,0.6729,0.4552,0.5231,39,8,4.00,7,3,3,1.6667,14673,8730,0.134106,,,,1.00,0,37,0.0000,0.7258,0.4054,0.5202,0.5000,0.1026,0.1702,0.0000,0.0000,0.0000,0.8000,0.9412,0.8649,1.0000,0.4286,0.6000
gemini-3.1-pro,doi_10_3390__met9030351,0.6865,0.7203,0.6773,14,16,6.30,4,4,4,1.5000,92264,39346,0.656680,,,,5.00,0,50,0.0000,0.6355,0.7318,0.6803,0.3937,0.4500,0.4200,0.1250,0.5000,0.2000,1.0000,0.6471,0.7857,1.0000,1.0000,1.0000
gemini-3.1-pro,OVERALL,0.7919,0.7355,0.7625,674,628,431.68,101,95,94,0.8404,991326,369730,7.407032,0.0,0.0,0.0,2.21,0,1740,0.0000,0.7134,0.6783,0.6954,0.6874,0.6405,0.6631,0.6829,0.6292,0.6550,0.9217,0.8117,0.8632,0.9895,0.9307,0.9592
gpt-5-2-high,doi_10_1016__j_proeng_2012_03_043,0.7974,0.9256,0.8472,12,12,10.67,4,4,4,0.0000,9097,7065,0.082021,,,,1.00,0,35,0.0000,0.7448,0.8512,0.7944,0.8889,0.8889,0.8889,0.5000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_1038__ncomms10602,0.6617,0.7634,0.7054,19,26,13.52,1,1,1,0.0000,34485,19024,0.233346,,,,2.00,0,55,0.0000,0.6233,0.8269,0.7108,0.5199,0.7114,0.6007,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_1038__s41467_019_08460_2,0.7747,0.7104,0.7123,18,17,9.90,5,5,5,2.6000,15071,15486,0.173699,,,,1.00,0,51,0.0000,0.7539,0.6408,0.6928,0.5824,0.5500,0.5657,0.8000,0.2667,0.4000,0.6389,1.0000,0.7797,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_1038__s41467_019_10533_1,0.8650,0.8889,0.8707,18,18,16.00,7,7,7,1.0000,16896,9744,0.118560,,,,1.00,0,53,0.0000,0.8851,0.9277,0.9059,0.8889,0.8889,0.8889,0.7500,0.5000,0.6000,0.8000,1.0000,0.8889,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_1038__s41598_017_16509_9,0.6348,0.7225,0.6712,16,21,6.67,3,3,3,1.3333,12134,16387,0.179037,,,,1.00,0,50,0.0000,0.5241,0.7146,0.6047,0.3175,0.4167,0.3604,0.3333,0.3333,0.3333,0.8636,0.8261,0.8444,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_1038__s41598_019_43329_w,0.6574,0.7921,0.7145,44,39,32.00,5,5,5,1.0000,20278,26302,0.288367,,,,1.00,0,138,0.0000,0.4948,0.6713,0.5697,0.8205,0.7273,0.7711,0.7333,0.7097,0.7213,0.7500,1.0000,0.8571,1.0000,1.0000,1.0000
