model_name,doi,overall_precision,overall_recall,overall_f1,num_target_items,num_extracted_items,num_matched_items,num_target_materials,num_extracted_materials,num_matched_materials,avg_process_edit_distance,input_tokens,output_tokens,cost_usd,elapsed_seconds,avg_paper_time,max_paper_time,avg_attempts,num_hallucinated,num_total_numbers,hallucination_rate,value_precision,value_recall,value_f1,measurement_precision,measurement_recall,measurement_f1,config_precision,config_recall,config_f1,process_precision,process_recall,process_f1,material_precision,material_recall,material_f1
claude_code,doi_10_3390__e21010015,0.9322,0.9625,0.9460,68,80,64.50,6,6,6,0.0000,295227,24335,1.132552,,,,1.00,0,226,0.0000,0.8644,0.9523,0.9063,0.8063,0.9485,0.8716,1.0000,0.9091,0.9524,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude_code,doi_10_3390__e21020114,0.6818,0.6936,0.6871,98,101,46.70,7,7,7,0.0000,395537,31682,1.527340,,,,1.00,0,198,0.0000,0.4385,0.4302,0.4343,0.4624,0.4765,0.4693,0.7500,0.8571,0.8000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude_code,doi_10_3390__e21020122,0.6986,0.7318,0.7145,31,29,25.90,8,8,8,0.5000,304529,18148,0.869196,,,,1.00,0,82,0.0000,0.7971,0.8635,0.8290,0.8931,0.8355,0.8633,0.0000,0.0000,0.0000,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000
claude_code,doi_10_3390__e21020169,0.7631,0.7125,0.7255,63,67,45.83,7,7,7,4.4286,433258,66652,2.490565,,,,1.00,0,246,0.0000,0.6891,0.7219,0.7051,0.6841,0.7275,0.7051,0.5714,0.6667,0.6154,0.9143,0.5079,0.6531,1.0000,1.0000,1.0000
claude_code,doi_10_3390__e21030288,0.7899,0.8846,0.8269,43,40,27.00,5,5,5,0.0000,91330,53,1.840219,,,,2.00,0,136,0.0000,0.7386,0.8025,0.7692,0.6750,0.6279,0.6506,0.4706,0.8889,0.6154,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
claude_code,doi_10_3390__e21050448,0.4551,0.8298,0.5875,20,24,10.03,5,10,5,2.4000,779698,30558,1.701017,,,,1.00,0,116,0.0000,0.4459,0.8096,0.5751,0.4181,0.5017,0.4561,0.2857,0.5000,0.3636,0.5714,1.0000,0.7273,0.5000,1.0000,0.6667
claude_code,doi_10_3390__ma12071136,0.9444,0.7869,0.8475,53,50,46.00,5,5,5,3.0000,2402356,43593,2.992416,,,,3.00,0,108,0.0000,0.8889,0.8054,0.8451,0.9200,0.8679,0.8932,1.0000,0.8947,0.9444,1.0000,0.5000,0.6667,1.0000,1.0000,1.0000
claude_code,doi_10_3390__met10111466,0.6900,0.4014,0.4997,39,8,3.00,7,3,3,0.6667,549440,25873,1.398623,,,,2.00,0,32,0.0000,0.6800,0.3469,0.4595,0.3750,0.0769,0.1277,0.0000,0.0000,0.0000,1.0000,0.8182,0.9000,1.0000,0.4286,0.6000
claude_code,doi_10_3390__met9030351,0.9078,0.7665,0.8291,14,8,7.00,4,3,3,1.6667,428534,19763,1.191305,,,,2.00,0,37,0.0000,0.8600,0.7414,0.7963,0.8750,0.5000,0.6364,1.0000,1.0000,1.0000,0.8889,0.6667,0.7619,1.0000,0.7500,0.8571
claude_code,OVERALL,0.7972,0.7586,0.7759,674,625,453.22,101,100,95,0.9684,9202964,460061,25.463224,0.0,0.0,0.0,1.26,0,1882,0.0000,0.7369,0.7425,0.7397,0.7251,0.6724,0.6978,0.7206,0.5506,0.6242,0.8909,0.8184,0.8531,0.9500,0.9406,0.9453
codex,doi_10_1016__j_proeng_2012_03_043,0.8355,0.6881,0.7486,12,12,10.87,4,4,4,0.0000,183876,2259,0.086894,,,,1.00,0,27,0.0000,0.9709,0.6762,0.7972,0.9056,0.9056,0.9056,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
codex,doi_10_1038__ncomms10602,0.8256,0.7194,0.7679,19,18,17.00,1,1,1,1.0000,284333,3783,0.163473,,,,1.00,0,35,0.0000,0.9512,0.7959,0.8667,0.9444,0.8947,0.9189,0.0000,0.0000,0.0000,1.0000,0.8571,0.9231,1.0000,1.0000,1.0000
codex,doi_10_1038__s41467_019_08460_2,0.7525,0.6817,0.7005,18,15,7.00,5,5,5,1.6000,246147,3892,0.161476,,,,1.00,0,47,0.0000,0.7368,0.5833,0.6512,0.4667,0.3889,0.4242,0.5714,0.2667,0.3636,0.7419,1.0000,0.8519,1.0000,1.0000,1.0000
codex,doi_10_1038__s41467_019_10533_1,0.9027,0.7536,0.8018,18,16,16.00,7,7,7,2.0000,376177,3299,0.175699,,,,1.00,0,51,0.0000,0.9054,0.8072,0.8535,1.0000,0.8889,0.9412,1.0000,0.3333,0.5000,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000
codex,doi_10_1038__s41598_017_16509_9,0.7264,0.7964,0.7579,16,21,13.62,3,3,3,1.3333,281171,5611,0.166597,,,,1.00,0,39,0.0000,0.6787,0.8124,0.7395,0.6484,0.8510,0.7360,0.4286,0.5000,0.4615,0.8636,0.8261,0.8444,1.0000,1.0000,1.0000
codex,doi_10_1038__s41598_019_43329_w,0.7577,0.6487,0.6704,44,39,30.42,5,5,5,1.0000,765743,9147,0.376444,,,,4.00,0,133,0.0000,0.6487,0.6533,0.6510,0.7799,0.6913,0.7329,1.0000,0.2581,0.4103,0.6667,0.6667,0.6667,1.0000,1.0000,1.0000
codex,doi_10_1155__2019__2157592,0.8396,0.8963,0.8600,18,15,15.00,12,10,10,1.2000,290174,5496,0.155744,,,,1.00,0,73,0.0000,0.8125,0.8426,0.8273,1.0000,0.8333,0.9091,1.0000,1.0000,1.0000,0.6667,1.0000,0.8000,1.0000,0.8333,0.9091
codex,doi_10_3390__coatings9010016,0.3426,0.2631,0.2964,43,22,3.00,3,2,2,3.0000,400790,9485,0.238041,,,,1.00,0,66,0.0000,0.1477,0.1287,0.1376,0.1364,0.0698,0.0923,0.1250,0.1250,0.1250,0.5000,0.4000,0.4444,1.0000,0.6667,0.8000
codex,doi_10_3390__e16020870,0.8502,0.8704,0.8601,47,47,32.00,6,6,6,0.0000,441717,6406,0.245591,,,,1.00,0,156,0.0000,0.7005,0.7408,0.7201,0.6809,0.6809,0.6809,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
codex,doi_10_3390__e18050189,0.8374,0.7905,0.8122,10,9,4.67,1,1,1,0.0000,337199,3058,0.153505,,,,2.00,0,25,0.0000,0.6747,0.5810,0.6244,0.5185,0.4667,0.4912,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
codex,doi_10_3390__e21010015,0.8514,0.8735,0.8613,68,80,52.50,6,6,6,0.0000,336997,7408,0.264049,,,,1.00,0,226,0.0000,0.7029,0.7744,0.7369,0.6562,0.7721,0.7095,1.0000,0.9091,0.9524,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
codex,doi_10_3390__e21020114,0.7313,0.6975,0.7134,98,103,48.70,7,7,7,0.0000,411454,6096,0.209056,,,,2.00,0,200,0.0000,0.4625,0.4378,0.4498,0.4728,0.4969,0.4846,1.0000,0.8571,0.9231,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
codex,doi_10_3390__e21020122,0.7403,0.7266,0.7333,31,27,24.90,8,8,8,0.5000,320217,4981,0.198891,,,,2.00,0,76,0.0000,0.8806,0.8531,0.8667,0.9222,0.8032,0.8586,0.0000,0.0000,0.0000,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000
codex,doi_10_3390__e21020169,0.7414,0.7009,0.7080,63,66,42.00,7,7,7,4.2857,542888,13172,0.331892,,,,1.00,0,251,0.0000,0.6342,0.6923,0.6620,0.6364,0.6667,0.6512,0.5714,0.6667,0.6154,0.9429,0.5238,0.6735,1.0000,1.0000,1.0000
codex,doi_10_3390__e21030288,0.6104,0.6574,0.6295,43,39,15.00,5,5,5,0.0000,372394,5948,0.186408,,,,2.00,0,135,0.0000,0.4457,0.4815,0.4629,0.3846,0.3488,0.3659,0.2500,0.4444,0.3200,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
codex,doi_10_3390__e21050448,0.5651,0.8822,0.6778,20,20,13.50,5,5,5,3.4000,209644,5079,0.177314,,,,1.00,0,66,0.0000,0.5697,0.9145,0.7020,0.6750,0.6750,0.6750,0.2222,0.5000,0.3077,0.4848,1.0000,0.6531,1.0000,1.0000,1.0000
codex,doi_10_3390__ma12071136,0.8729,0.7275,0.7825,53,52,38.00,5,5,5,3.0000,487604,8200,0.362501,,,,2.00,0,110,0.0000,0.7810,0.7181,0.7483,0.7308,0.7170,0.7238,0.8824,0.7895,0.8333,1.0000,0.5000,0.6667,1.0000,1.0000,1.0000
codex,doi_10_3390__met10111466,0.7261,0.7564,0.7377,39,31,21.00,7,6,6,1.8333,231726,6618,0.168153,,,,1.00,0,91,0.0000,0.7090,0.7787,0.7422,0.6774,0.5385,0.6000,0.5000,0.4167,0.4545,0.7333,0.8800,0.8000,1.0000,0.8571,0.9231
codex,doi_10_3390__met9030351,0.8259,0.6512,0.7237,14,11,8.30,4,3,3,2.0000,267134,3814,0.137236,,,,2.00,0,40,0.0000,0.8019,0.6873,0.7402,0.7545,0.5929,0.6640,0.5000,0.5000,0.5000,1.0000,0.6000,0.7500,1.0000,0.7500,0.8571
codex,OVERALL,0.7379,0.7123,0.7240,674,643,413.47,101,96,96,1.3854,6787385,113752,3.958964,0.0,0.0,0.0,1.47,0,1847,0.0000,0.6548,0.6641,0.6594,0.6430,0.6135,0.6279,0.6552,0.5337,0.5882,0.8113,0.7880,0.7995,1.0000,0.9505,0.9746
gemini_cli,doi_10_1016__j_proeng_2012_03_043,0.9500,0.8857,0.9154,12,16,11.20,4,4,4,0.0000,137012,1378,0.180780,,,,1.00,0,27,0.0000,0.9000,0.7714,0.8308,0.7000,0.9333,0.8000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini_cli,doi_10_1038__ncomms10602,0.9196,0.9796,0.9476,19,22,18.00,1,1,1,0.0000,140085,2512,0.127022,,,,3.00,0,47,0.0000,0.8393,0.9592,0.8952,0.8182,0.9474,0.8780,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini_cli,doi_10_1038__s41467_019_08460_2,0.6276,0.5140,0.5441,18,18,11.80,5,6,5,3.2000,103838,1988,0.114237,,,,2.00,0,50,0.0000,0.6022,0.4567,0.5194,0.6556,0.6556,0.6556,0.8000,0.2667,0.4000,0.4074,0.4783,0.4400,0.8333,1.0000,0.9091
gemini_cli,doi_10_1038__s41467_019_10533_1,0.9062,0.8898,0.8979,18,16,16.00,7,7,7,2.0000,257525,4943,0.371214,,,,2.00,0,51,0.0000,0.9125,0.8795,0.8957,1.0000,0.8889,0.9412,1.0000,1.0000,1.0000,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000
gemini_cli,doi_10_1038__s41598_017_16509_9,0.8714,0.9256,0.8967,16,19,15.62,3,3,3,1.0000,149450,1955,0.124634,,,,1.00,0,37,0.0000,0.7949,0.9033,0.8456,0.8219,0.9760,0.8924,1.0000,1.0000,1.0000,0.8696,0.8696,0.8696,1.0000,1.0000,1.0000
gemini_cli,doi_10_1038__s41598_019_43329_w,0.8976,0.9439,0.9164,44,44,42.25,5,5,5,1.0000,216886,8688,0.436725,,,,3.00,0,138,0.0000,0.8953,0.9266,0.9107,0.9602,0.9602,0.9602,1.0000,0.8710,0.9310,0.7500,1.0000,0.8571,1.0000,1.0000,1.0000
gemini_cli,doi_10_1155__2019__2157592,0.7572,0.9326,0.8258,18,18,17.00,12,12,12,2.6667,123352,2248,0.112519,,,,1.00,0,88,0.0000,0.7431,0.9224,0.8231,0.9444,0.9444,0.9444,1.0000,1.0000,1.0000,0.4286,0.8571,0.5714,1.0000,1.0000,1.0000
gemini_cli,doi_10_3390__coatings9010016,0.6750,0.5375,0.5922,43,18,8.00,3,2,2,0.0000,216684,3892,0.350899,,,,3.00,0,64,0.0000,0.5000,0.4000,0.4444,0.4444,0.1860,0.2623,0.5000,0.2500,0.3333,1.0000,1.0000,1.0000,1.0000,0.6667,0.8000
gemini_cli,doi_10_3390__e16020870,0.9652,0.9482,0.9565,47,47,45.20,6,6,6,0.0000,195404,6209,0.201537,,,,1.00,0,138,0.0000,0.9304,0.8963,0.9131,0.9617,0.9617,0.9617,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini_cli,doi_10_3390__e18050189,0.9648,0.9002,0.9301,10,9,7.57,1,1,1,0.0000,459695,3536,0.494252,,,,3.00,0,25,0.0000,0.9296,0.8005,0.8602,0.8407,0.7567,0.7965,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini_cli,doi_10_3390__e21010015,0.9322,0.9625,0.9460,68,80,64.50,6,6,6,0.0000,137212,4447,0.166535,,,,1.00,0,226,0.0000,0.8644,0.9523,0.9063,0.8063,0.9485,0.8716,1.0000,0.9091,0.9524,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini_cli,doi_10_3390__e21020114,0.7005,0.7196,0.7095,98,101,54.70,7,7,7,0.0000,246044,5374,0.405883,,,,4.00,0,198,0.0000,0.4572,0.4607,0.4589,0.5416,0.5582,0.5497,0.8125,0.9286,0.8667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini_cli,doi_10_3390__e21020122,0.6321,0.7375,0.6796,31,37,27.00,8,8,8,1.0000,138922,5578,0.169125,,,,1.00,0,85,0.0000,0.7241,0.8750,0.7925,0.7297,0.8710,0.7941,0.0000,0.0000,0.0000,0.6000,0.7500,0.6667,1.0000,1.0000,1.0000
gemini_cli,doi_10_3390__e21020169,0.8667,0.8777,0.8721,63,63,47.83,7,7,7,0.4286,619703,8063,0.660459,,,,10.00,0,226,0.0000,0.8155,0.8245,0.8200,0.7593,0.7593,0.7593,0.7895,0.8333,0.8108,0.9524,0.9524,0.9524,1.0000,1.0000,1.0000
gemini_cli,doi_10_3390__e21030288,0.7183,0.8105,0.7541,43,41,23.00,5,5,5,0.0000,373140,6720,0.541768,,,,2.00,0,129,0.0000,0.5955,0.6543,0.6235,0.5610,0.5349,0.5476,0.4706,0.8889,0.6154,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini_cli,doi_10_3390__e21050448,0.7659,0.9247,0.8277,20,20,15.75,5,5,5,0.0000,103118,1981,0.112716,,,,1.00,0,58,0.0000,0.7318,0.9243,0.8169,0.7875,0.7875,0.7875,0.3333,0.7500,0.4615,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini_cli,doi_10_3390__ma12071136,0.9317,0.7488,0.8203,53,55,41.00,5,5,5,3.0000,481926,4511,0.716952,,,,4.00,0,113,0.0000,0.8810,0.7450,0.8073,0.7455,0.7736,0.7593,0.9412,0.8421,0.8889,1.0000,0.5000,0.6667,1.0000,1.0000,1.0000
gemini_cli,doi_10_3390__met10111466,0.6134,0.6709,0.6379,39,34,15.00,7,6,6,2.3333,188681,7704,0.227760,,,,3.00,0,94,0.0000,0.5797,0.6557,0.6154,0.4412,0.3846,0.4110,0.3125,0.4167,0.3571,0.6333,0.7600,0.6909,1.0000,0.8571,0.9231
gemini_cli,doi_10_3390__met9030351,0.7437,0.7430,0.7289,14,17,9.30,4,4,4,1.5000,166335,4976,0.172508,,,,3.00,0,50,0.0000,0.7125,0.7773,0.7435,0.5471,0.6643,0.6000,0.2500,0.5000,0.3333,1.0000,0.6471,0.7857,1.0000,1.0000,1.0000
gemini_cli,OVERALL,0.7941,0.8124,0.8030,674,675,490.72,101,100,99,1.1717,4455012,86703,5.687524,0.0,0.0,0.0,2.58,0,1844,0.0000,0.7431,0.7620,0.7524,0.7270,0.7281,0.7275,0.7697,0.7697,0.7697,0.7932,0.8446,0.8181,0.9900,0.9802,0.9851
